Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,Model,FOV,Saturation,Quality Level,Resolution,FPS target,FPS real,
30/01/2019 20:09:54.170,262875094,intervention,128473955,sustain high,8473955,1,5,110,100,Q5,1,0,10.0365,
30/01/2019 20:09:54.279,263884518,intervention,129483379,sustain high,9483379,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.371,264894138,intervention,130492999,sustain high,10492999,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.472,265903374,intervention,131502235,sustain high,11502235,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.573,266912794,intervention,132511655,sustain high,12511655,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.675,267922423,intervention,133521284,sustain high,13521284,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.775,268931872,intervention,134530733,sustain high,14530733,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.877,269951593,intervention,135550454,sustain high,15550454,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:54.977,270951468,intervention,136550329,sustain high,16550329,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.078,271960975,intervention,137559836,sustain high,17559836,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.179,272970446,intervention,138569307,sustain high,18569307,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.280,273979679,intervention,139578540,sustain high,19578540,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.381,274989609,intervention,140588470,sustain high,20588470,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.482,275999623,intervention,141598484,sustain high,21598484,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.584,277014892,intervention,142613753,sustain high,22613753,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.684,278024269,intervention,143623130,sustain high,23623130,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.785,279033487,intervention,144632348,sustain high,24632348,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.886,280042906,intervention,145641767,sustain high,25641767,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:55.987,281052333,intervention,146651194,sustain high,26651194,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.090,282081744,intervention,147680605,sustain high,27680605,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.190,283078844,intervention,148677705,sustain high,28677705,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.292,284093923,intervention,149692784,sustain high,29692784,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.393,285102652,intervention,150701513,sustain high,30701513,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.494,286121837,intervention,151720698,sustain high,31720698,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.595,287131462,intervention,152730323,sustain high,32730323,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.696,288140891,intervention,153739752,sustain high,33739752,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.799,289170313,intervention,154769174,sustain high,34769174,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:56.901,290189719,intervention,155788580,sustain high,35788580,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.001,291189182,intervention,156788043,sustain high,36788043,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.103,292208368,intervention,157807229,sustain high,37807229,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.203,293207799,intervention,158806660,sustain high,38806660,1,5,110,100,Q5,1,0,10.00725,
30/01/2019 20:09:57.306,294237290,intervention,159836151,sustain high,39836151,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.406,295236635,intervention,160835496,decay,835496,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.507,296246437,intervention,161845298,decay,1845298,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.608,297255481,intervention,162854342,decay,2854342,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.709,298264897,intervention,163863758,decay,3863758,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.809,299274575,intervention,164873436,decay,4873436,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:57.910,300283743,intervention,165882604,decay,5882604,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.011,301293162,intervention,166892023,decay,6892023,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.114,302322801,intervention,167921662,decay,7921662,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.213,303312224,intervention,168911085,decay,8911085,1,5,110,100,Q5,1,0,10.05545,
30/01/2019 20:09:58.317,304347915,intervention,169946776,decay,9946776,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.416,305337336,intervention,170936197,decay,10936197,1,5,110,100,Q5,1,0,10.07822,
30/01/2019 20:09:58.518,306356555,intervention,171955416,decay,11955416,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.618,307356129,intervention,172954990,decay,12954990,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.719,308365417,intervention,173964278,decay,13964278,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.821,309374833,intervention,174973694,decay,14973694,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:58.921,310394251,intervention,175993112,decay,15993112,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.022,311403682,intervention,177002543,decay,17002543,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.123,312413095,intervention,178011956,decay,18011956,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.225,313422521,intervention,179021382,decay,19021382,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.327,314442148,intervention,180041009,decay,20041009,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.427,315447980,intervention,181046841,decay,21046841,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.528,316457401,intervention,182056262,decay,22056262,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.629,317466828,intervention,183065689,decay,23065689,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.731,318476252,intervention,184075113,decay,24075113,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.831,319485678,intervention,185084539,decay,25084539,1,5,110,100,Q5,1,0,10,
30/01/2019 20:09:59.932,320495122,intervention,186093983,decay,26093983,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.033,321504296,intervention,187103157,decay,27103157,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.133,322513967,intervention,188112828,decay,28112828,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.234,323523388,intervention,189122249,decay,29122249,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.336,324542566,intervention,190141427,decay,30141427,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.438,325551990,intervention,191150851,decay,31150851,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.537,326551700,intervention,192150561,decay,32150561,1,5,110,100,Q5,1,0,10.02075,
30/01/2019 20:10:00.640,327577850,intervention,193176711,decay,33176711,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.741,328593117,intervention,194191978,decay,34191978,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.843,329608596,intervention,195207457,decay,35207457,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:00.944,330608013,intervention,196206874,decay,36206874,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:01.045,331627428,intervention,197226289,decay,37226289,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:01.146,332636869,intervention,198235730,decay,38235730,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:01.246,333636293,intervention,199235154,decay,39235154,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:01.348,334645756,intervention,200244617,sustain low,244617,0,1,36.3,0,Q5,0,0,10,
30/01/2019 20:10:01.448,335654920,intervention,201253781,sustain low,1253781,0,1,36.3,0,Q5,0,0,10,
30/01/2019 20:10:01.557,336754296,intervention,202353157,sustain low,2353157,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:01.649,337674045,intervention,203272906,sustain low,3272906,0,1,36.3,0,Q1,0,0,10.83154,
30/01/2019 20:10:01.751,338693443,intervention,204292304,sustain low,4292304,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:01.852,339702627,intervention,205301488,sustain low,5301488,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:01.953,340712308,intervention,206311169,sustain low,6311169,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.054,341721450,intervention,207320311,sustain low,7320311,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.157,342751372,intervention,208350233,sustain low,8350233,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.257,343746362,intervention,209345223,sustain low,9345223,0,1,36.3,0,Q1,0,0,10.03561,
30/01/2019 20:10:02.361,344785918,intervention,210384779,sustain low,10384779,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.459,345765415,intervention,211364276,sustain low,11364276,0,1,36.3,0,Q1,0,0,10.16999,
30/01/2019 20:10:02.562,346794879,intervention,212393740,sustain low,12393740,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.660,347784053,intervention,213382914,sustain low,13382914,0,1,36.3,0,Q1,0,0,10.05867,
30/01/2019 20:10:02.763,348813459,intervention,214412320,sustain low,14412320,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.862,349803100,intervention,215401961,sustain low,15401961,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:02.965,350822531,intervention,216421392,sustain low,16421392,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.066,351841977,intervention,217440838,sustain low,17440838,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.168,352851675,intervention,218450536,sustain low,18450536,0,1,36.3,0,Q1,0,0,10.04646,
30/01/2019 20:10:03.267,353847299,intervention,219446160,sustain low,19446160,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.369,354866523,intervention,220465384,sustain low,20465384,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.469,355865958,intervention,221464819,sustain low,21464819,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.570,356875366,intervention,222474227,sustain low,22474227,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.671,357884788,intervention,223483649,sustain low,23483649,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.771,358894217,intervention,224493078,sustain low,24493078,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.872,359903649,intervention,225502510,sustain low,25502510,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:03.974,360923135,intervention,226521996,sustain low,26521996,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.076,361942744,intervention,227541605,sustain low,27541605,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.177,362952138,intervention,228550999,sustain low,28550999,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.278,363961532,intervention,229560393,sustain low,29560393,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.379,364971181,intervention,230570042,sustain low,30570042,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.480,365978142,intervention,231577003,sustain low,31577003,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.581,366987556,intervention,232586417,sustain low,32586417,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.682,367996774,intervention,233595635,sustain low,33595635,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.784,369016409,intervention,234615270,sustain low,34615270,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.885,370025813,intervention,235624674,sustain low,35624674,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:04.987,371045034,intervention,236643895,sustain low,36643895,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.089,372064452,intervention,237663313,sustain low,37663313,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.187,373053883,intervention,238652744,sustain low,38652744,0,1,36.3,0,Q1,0,0,10.11118,
30/01/2019 20:10:05.288,374063309,intervention,239662170,sustain low,39662170,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.390,375082714,intervention,240681575,attack,681575,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.490,376082386,intervention,241681247,attack,1681247,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.593,377111787,intervention,242710648,attack,2710648,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.692,378099852,intervention,243698713,attack,3698713,0,1,36.3,0,Q1,0,0,10.06965,
30/01/2019 20:10:05.794,379115502,intervention,244714363,attack,4714363,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.896,380135130,intervention,245733991,attack,5733991,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:05.996,381134560,intervention,246733421,attack,6733421,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.097,382153971,intervention,247752832,attack,7752832,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.197,383153182,intervention,248752043,attack,8752043,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.299,384162808,intervention,249761669,attack,9761669,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.400,385172231,intervention,250771092,attack,10771092,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.500,386181473,intervention,251780334,attack,11780334,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.602,387198319,intervention,252797180,attack,12797180,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.703,388207870,intervention,253806731,attack,13806731,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.804,389217154,intervention,254816015,attack,14816015,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:06.905,390226591,intervention,255825452,attack,15825452,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.007,391236160,intervention,256835021,attack,16835021,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.107,392245436,intervention,257844297,attack,17844297,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.209,393255072,intervention,258853933,attack,18853933,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.310,394264478,intervention,259863339,attack,19863339,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.410,395283896,intervention,260882757,attack,20882757,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.512,396303399,intervention,261902260,attack,21902260,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.612,397302747,intervention,262901608,attack,22901608,0,1,36.3,0,Q1,0,0,10.04214,
30/01/2019 20:10:07.712,398302192,intervention,263901053,attack,23901053,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.814,399308519,intervention,264907380,attack,24907380,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:07.915,400317927,intervention,265916788,attack,25916788,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.016,401337387,intervention,266936248,attack,26936248,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.117,402346805,intervention,267945666,attack,27945666,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.218,403356197,intervention,268955058,attack,28955058,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.318,404355668,intervention,269954529,attack,29954529,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.419,405364849,intervention,270963710,attack,30963710,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.519,406374264,intervention,271973125,attack,31973125,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.621,407383686,intervention,272982547,attack,32982547,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.721,408393358,intervention,273992219,attack,33992219,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.823,409412536,intervention,275011397,attack,35011397,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:08.924,410411967,intervention,276010828,attack,36010828,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:09.024,411424086,intervention,277022947,attack,37022947,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:09.127,412444662,intervention,278043523,attack,38043523,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:09.227,413453859,intervention,279052720,attack,39052720,0,1,36.3,0,Q1,0,0,10,
30/01/2019 20:10:09.328,414453503,intervention,280052364,sustain high,52364,1,5,110,100,Q1,1,0,10,
30/01/2019 20:10:09.431,415492897,intervention,281091758,sustain high,1091758,1,5,110,100,Q1,1,0,10,
30/01/2019 20:10:09.546,416642253,intervention,282241114,sustain high,2241114,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:09.631,417481797,intervention,283080658,sustain high,3080658,1,5,110,100,Q5,1,0,11.79926,
30/01/2019 20:10:09.732,418491245,intervention,284090106,sustain high,4090106,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:09.834,419520904,intervention,285119765,sustain high,5119765,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:09.936,420536544,intervention,286135405,sustain high,6135405,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.037,421545965,intervention,287144826,sustain high,7144826,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.138,422545626,intervention,288144487,sustain high,8144487,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.240,423574810,intervention,289173671,sustain high,9173671,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.340,424584232,intervention,290183093,sustain high,10183093,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.442,425603804,intervention,291202665,sustain high,11202665,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.542,426593084,intervention,292191945,sustain high,12191945,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.643,427612496,intervention,293211357,sustain high,13211357,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.747,428652104,intervention,294250965,sustain high,14250965,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:10.845,429631554,intervention,295230415,sustain high,15230415,1,5,110,100,Q5,1,0,10.18785,
30/01/2019 20:10:10.952,430698497,intervention,296297358,sustain high,16297358,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:11.048,431658159,intervention,297257020,sustain high,17257020,1,5,110,100,Q5,1,0,10.26292,
30/01/2019 20:10:11.151,432687583,intervention,298286444,sustain high,18286444,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:11.250,433676987,intervention,299275848,sustain high,19275848,1,5,110,100,Q5,1,0,10.09976,
30/01/2019 20:10:11.353,434706211,intervention,300305072,sustain high,20305072,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:11.453,435695869,intervention,301294730,sustain high,21294730,1,5,110,100,Q5,1,0,10.02333,
30/01/2019 20:10:11.556,436735242,intervention,302334103,sustain high,22334103,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:11.655,437724477,intervention,303323338,sustain high,23323338,1,5,110,100,Q5,1,0,10.09793,
30/01/2019 20:10:11.757,438753891,intervention,304352752,sustain high,24352752,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:11.858,439753318,intervention,305352179,sustain high,25352179,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:11.960,440772735,intervention,306371596,sustain high,26371596,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:12.059,441772166,intervention,307371027,sustain high,27371027,1,5,110,100,Q5,1,0,10.03489,
30/01/2019 20:10:12.163,442811773,intervention,308410634,sustain high,28410634,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:12.262,443786688,intervention,309385549,sustain high,29385549,1,5,110,100,Q5,1,0,10.12805,
30/01/2019 20:10:12.365,444826090,intervention,310424951,sustain high,30424951,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:12.464,445815522,intervention,311414383,sustain high,31414383,1,5,110,100,Q5,1,0,10.04206,
30/01/2019 20:10:12.568,446844924,intervention,312443785,sustain high,32443785,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:12.666,447834608,intervention,313433469,sustain high,33433469,1,5,110,100,Q5,1,0,10.01074,
30/01/2019 20:10:12.766,448843792,intervention,314442653,sustain high,34442653,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:12.867,449853462,intervention,315452323,sustain high,35452323,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:12.968,450862874,intervention,316461735,sustain high,36461735,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.069,451872065,intervention,317470926,sustain high,37470926,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.170,452881487,intervention,318480348,sustain high,38480348,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.272,453897309,intervention,319496170,sustain high,39496170,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.374,454916726,control,515587,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.474,455916226,control,1515087,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.575,456925577,control,2524438,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.676,457935236,control,3534097,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.776,458934643,control,4533504,none,0,1,5,110,100,Q5,1,0,10.02128,
30/01/2019 20:10:13.876,459944083,control,5542944,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:13.977,460953645,control,6552506,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:14.078,461962943,control,7561804,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:14.178,462962120,control,8560981,none,0,1,5,110,100,Q5,1,0,10,
30/01/2019 20:10:14.280,463971550,control,9570411,none,0,1,5,110,100,Q5,1,0,10,
