Time stamp,Experiment time,Phase,Time in Phase,Trial Number,Period Type,Time in Period,Fidelity,Model,FOV,Saturation,Quality Level,Resolution,ThreadSleep,FPS real,
31/01/2019 15:45:41.002,39.02567,intervention,20.65057,2,sustain low,0.6505699,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.103,39.12661,intervention,20.75151,2,sustain low,0.7515106,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.205,39.22875,intervention,20.85366,2,sustain low,0.8536568,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.306,39.32969,intervention,20.9546,2,sustain low,0.9545975,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.409,39.43164,intervention,21.05654,2,sustain low,1.056541,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.508,39.53158,intervention,21.15648,2,sustain low,1.156483,0,1,36.3,0,Q1,0,0,10.05938,
31/01/2019 15:45:41.610,39.63322,intervention,21.25813,2,sustain low,1.258129,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.711,39.73417,intervention,21.35907,2,sustain low,1.359074,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.812,39.83511,intervention,21.46001,2,sustain low,1.460014,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:41.912,39.93605,intervention,21.56096,2,sustain low,1.560959,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.014,40.03799,intervention,21.6629,2,sustain low,1.662899,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.115,40.13894,intervention,21.76384,2,sustain low,1.76384,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.217,40.24088,intervention,21.86578,2,sustain low,1.865784,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.317,40.34082,intervention,21.96572,2,sustain low,1.965725,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.419,40.44276,intervention,22.06767,2,sustain low,2.067669,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.520,40.5437,intervention,22.16861,2,sustain low,2.16861,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.621,40.64365,intervention,22.26855,2,sustain low,2.268551,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.721,40.74461,intervention,22.36952,2,sustain low,2.369518,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:42.822,40.84455,intervention,22.46946,2,sustain low,2.46946,0,1,36.3,0,Q1,0,0,10.00418,
31/01/2019 15:45:42.923,40.94654,intervention,22.57145,2,sustain low,2.571445,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.026,41.04811,intervention,22.67302,2,sustain low,2.673016,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.125,41.14906,intervention,22.77396,2,sustain low,2.77396,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.225,41.249,intervention,22.8739,2,sustain low,2.873901,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.328,41.35094,intervention,22.97584,2,sustain low,2.975842,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.429,41.45288,intervention,23.07779,2,sustain low,3.077785,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.531,41.55482,intervention,23.17973,2,sustain low,3.179726,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.633,41.65676,intervention,23.28167,2,sustain low,3.281666,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.733,41.75671,intervention,23.38161,2,sustain low,3.381611,0,1,36.3,0,Q1,0,0,10.00659,
31/01/2019 15:45:43.834,41.85765,intervention,23.48256,2,sustain low,3.482555,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:43.935,41.95759,intervention,23.5825,2,sustain low,3.582497,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:44.037,42.06015,intervention,23.68505,2,sustain low,3.685055,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:44.137,42.16109,intervention,23.786,2,sustain low,3.785995,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:44.238,42.26204,intervention,23.88694,2,sustain low,3.886944,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:44.339,42.36298,intervention,23.98788,2,sustain low,3.987881,0,1,36.3,0,Q1,0,0,10,
31/01/2019 15:45:44.440,42.46392,intervention,24.08882,2,attack,0.08882141,0.02,2,37.77,2,Q1,0.118,0,10,
31/01/2019 15:45:44.546,42.56986,intervention,24.19476,2,attack,0.1947632,0.04,2,39.24,4,Q1,0.136,0,10,
31/01/2019 15:45:44.648,42.67082,intervention,24.29573,2,attack,0.2957268,0.07,2,41.45,7,Q2,0.163,0,10,
31/01/2019 15:45:44.748,42.77174,intervention,24.39664,2,attack,0.3966446,0.09,2,42.93,9,Q2,0.181,0,10,
31/01/2019 15:45:44.848,42.87169,intervention,24.49659,2,attack,0.4965897,0.12,2,45.14,12,Q2,0.208,0,10.02948,
31/01/2019 15:45:44.950,42.97363,intervention,24.59853,2,attack,0.5985298,0.14,2,46.61,14,Q2,0.226,0,10,
31/01/2019 15:45:45.051,43.07421,intervention,24.69911,2,attack,0.6991119,0.17,2,48.82,17,Q2,0.253,0,10,
31/01/2019 15:45:45.153,43.17515,intervention,24.80005,2,attack,0.8000526,0.2,2,51.04,20,Q2,0.28,0,10,
31/01/2019 15:45:45.253,43.27609,intervention,24.901,2,attack,0.9009972,0.22,2,52.51,22,Q2,0.298,0,10,
31/01/2019 15:45:45.354,43.37803,intervention,25.00294,2,attack,1.002937,0.25,2,54.72,25,Q2,0.325,0,10,
31/01/2019 15:45:45.455,43.47897,intervention,25.10388,2,attack,1.103878,0.27,2,56.19,27,Q2,0.343,0,10,
31/01/2019 15:45:45.564,43.58192,intervention,25.20682,2,attack,1.206821,0.3,2,58.41,30,Q2,0.37,0,10,
31/01/2019 15:45:45.658,43.68186,intervention,25.30676,2,attack,1.306763,0.32,2,59.88,32,Q2,0.388,0,10.00629,
31/01/2019 15:45:45.760,43.7828,intervention,25.4077,2,attack,1.407703,0.35,3,62.09,35,Q2,0.415,0,10,
31/01/2019 15:45:45.860,43.88374,intervention,25.50865,2,attack,1.508648,0.37,3,63.56,37,Q2,0.433,0,10,
31/01/2019 15:45:45.968,43.99168,intervention,25.61658,2,attack,1.616585,0.4,3,65.77,40,Q3,0.46,0,10,
31/01/2019 15:45:46.063,44.08663,intervention,25.71154,2,attack,1.711536,0.42,3,67.25,42,Q3,0.478,0,10.47287,
31/01/2019 15:45:46.165,44.18858,intervention,25.81348,2,attack,1.81348,0.45,3,69.46,45,Q3,0.505,0,10,
31/01/2019 15:45:46.265,44.28852,intervention,25.91343,2,attack,1.913429,0.47,3,70.93,47,Q3,0.523,0,10.01681,
31/01/2019 15:45:46.366,44.39009,intervention,26.015,2,attack,2.014999,0.5,3,73.15,50,Q3,0.55,0,10,
31/01/2019 15:45:46.467,44.49004,intervention,26.11495,2,attack,2.114948,0.52,3,74.62,52,Q3,0.568,0,10,
31/01/2019 15:45:46.568,44.59198,intervention,26.21688,2,attack,2.216885,0.55,3,76.83,55,Q3,0.595,0,10,
31/01/2019 15:45:46.668,44.69192,intervention,26.31683,2,attack,2.316826,0.57,3,78.3,57,Q3,0.613,0,10.03417,
31/01/2019 15:45:46.772,44.79486,intervention,26.41977,2,attack,2.419769,0.6,3,80.52,60,Q3,0.64,0,10,
31/01/2019 15:45:46.870,44.89381,intervention,26.51871,2,attack,2.518711,0.62,3,81.99,62,Q3,0.658,0,10.1139,
31/01/2019 15:45:46.973,44.99575,intervention,26.62066,2,attack,2.620655,0.65,3,84.2,65,Q3,0.685,0,10,
31/01/2019 15:45:47.074,45.09769,intervention,26.7226,2,attack,2.722595,0.68,4,86.41,68,Q3,0.712,0,10,
31/01/2019 15:45:47.177,45.20039,intervention,26.82529,2,attack,2.825294,0.7,4,87.88,70,Q3,0.73,0,10,
31/01/2019 15:45:47.284,45.30795,intervention,26.93285,2,attack,2.932854,0.73,4,90.1,73,Q4,0.757,0,10,
31/01/2019 15:45:47.380,45.40389,intervention,27.0288,2,attack,3.028797,0.75,4,91.57,75,Q4,0.775,0,10.45314,
31/01/2019 15:45:47.480,45.50283,intervention,27.12774,2,attack,3.127739,0.78,4,93.78,78,Q4,0.802,0,10.0471,
31/01/2019 15:45:47.582,45.60578,intervention,27.23068,2,attack,3.230682,0.8,4,95.26,80,Q4,0.82,0,10,
31/01/2019 15:45:47.683,45.70672,intervention,27.33162,2,attack,3.331623,0.83,4,97.47,83,Q4,0.847,0,10,
31/01/2019 15:45:47.789,45.81266,intervention,27.43756,2,attack,3.437565,0.85,4,98.94,85,Q4,0.865,0,10,
31/01/2019 15:45:47.887,45.9106,intervention,27.53551,2,attack,3.535507,0.88,4,101.15,88,Q4,0.892,0,10.14854,
31/01/2019 15:45:47.987,46.01011,intervention,27.63501,2,attack,3.635014,0.9,4,102.62,90,Q4,0.91,0,10.1086,
31/01/2019 15:45:48.087,46.11105,intervention,27.73595,2,attack,3.735954,0.93,4,104.84,93,Q4,0.937,0,10,
31/01/2019 15:45:48.191,46.21499,intervention,27.8399,2,attack,3.839897,0.95,4,106.31,95,Q4,0.955,0,10,
31/01/2019 15:45:48.291,46.31494,intervention,27.93984,2,attack,3.939842,0.98,4,108.52,98,Q4,0.982,0,10,
31/01/2019 15:45:48.397,46.41988,intervention,28.04478,2,sustain high,0.04478073,1,5,110,100,Q4,1,0,10,
31/01/2019 15:45:48.495,46.51782,intervention,28.14272,2,sustain high,0.1427231,1,5,110,100,Q4,1,0,10.26014,
31/01/2019 15:45:48.610,46.63375,intervention,28.25866,2,sustain high,0.2586594,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:48.694,46.71773,intervention,28.34263,2,sustain high,0.3426323,1,5,110,100,Q5,1,0,12.00619,
31/01/2019 15:45:48.796,46.81965,intervention,28.44455,2,sustain high,0.4445534,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:48.898,46.92159,intervention,28.54649,2,sustain high,0.5464935,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.000,47.02329,intervention,28.6482,2,sustain high,0.6481972,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.101,47.12323,intervention,28.74814,2,sustain high,0.7481384,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.203,47.2262,intervention,28.8511,2,sustain high,0.8511047,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.307,47.32712,intervention,28.95202,2,sustain high,0.9520226,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.402,47.42606,intervention,29.05097,2,sustain high,1.050968,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.503,47.527,intervention,29.15191,2,sustain high,1.151909,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.604,47.62795,intervention,29.25285,2,sustain high,1.252853,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.705,47.72889,intervention,29.35379,2,sustain high,1.353794,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.807,47.83083,intervention,29.45574,2,sustain high,1.455738,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:49.908,47.93177,intervention,29.55668,2,sustain high,1.556679,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.008,48.03172,intervention,29.65662,2,sustain high,1.65662,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.110,48.13366,intervention,29.75856,2,sustain high,1.758564,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.211,48.2346,intervention,29.8595,2,sustain high,1.859505,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.313,48.33633,intervention,29.96123,2,sustain high,1.961231,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.416,48.43927,intervention,30.06417,2,sustain high,2.064171,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.515,48.53721,intervention,30.16211,2,sustain high,2.162113,1,5,110,100,Q5,1,0,10.1424,
31/01/2019 15:45:50.615,48.63815,intervention,30.26306,2,sustain high,2.263058,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.717,48.74009,intervention,30.365,2,sustain high,2.364998,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.816,48.84003,intervention,30.46494,2,sustain high,2.464939,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:50.920,48.94298,intervention,30.56788,2,sustain high,2.567883,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.019,49.04292,intervention,30.66782,2,sustain high,2.667824,1,5,110,100,Q5,1,0,10.00893,
31/01/2019 15:45:51.119,49.14286,intervention,30.76777,2,sustain high,2.767769,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.221,49.2448,intervention,30.86971,2,sustain high,2.869709,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.321,49.34475,intervention,30.96965,2,sustain high,2.96965,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.425,49.44769,intervention,31.07259,2,sustain high,3.072594,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.524,49.54763,intervention,31.17253,2,sustain high,3.172535,1,5,110,100,Q5,1,0,10.01207,
31/01/2019 15:45:51.627,49.64939,intervention,31.27429,2,sustain high,3.274292,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.728,49.75033,intervention,31.37524,2,sustain high,3.375237,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.830,49.85327,intervention,31.47818,2,sustain high,3.478176,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:51.929,49.95222,intervention,31.57712,2,sustain high,3.577122,1,5,110,100,Q5,1,0,10.0523,
31/01/2019 15:45:52.031,50.05416,intervention,31.67906,2,sustain high,3.679062,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.132,50.1551,intervention,31.78,2,sustain high,3.780003,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.233,50.25672,intervention,31.88162,2,sustain high,3.881622,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.333,50.3568,intervention,31.9817,2,sustain high,3.981701,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.437,50.46033,control,0.08523178,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.536,50.55827,control,0.1831779,2,none,0,1,5,110,100,Q5,1,0,10.21743,
31/01/2019 15:45:52.641,50.66421,control,0.2891159,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.735,50.75716,control,0.3820648,2,none,0,1,5,110,100,Q5,1,0,10.75563,
31/01/2019 15:45:52.835,50.8581,control,0.4830055,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:52.934,50.95804,control,0.5829468,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:53.035,51.05999,control,0.6848907,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:53.136,51.15993,control,0.784832,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:53.237,51.26087,control,0.8857765,2,none,0,1,5,110,100,Q5,1,0,10,
31/01/2019 15:45:53.339,51.36281,control,0.9877167,2,none,0,1,5,110,100,Q5,1,0,10,
