Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,FOV,Saturation,FPS target,FPS real,,,,,,
41:39.4,6.353701,intervention,5.353701,sustain low,0.3537006,0,36.3,0,30,14.56051,,,0.011858,21.71703872,,
41:39.4,6.365559,intervention,5.365559,sustain low,0.3655586,0,36.3,0,30,14.87788,,,0.001915,18.31123359,,
41:39.4,6.367474,intervention,5.367474,sustain low,0.3674736,0,36.3,0,30,14.87788,,,0.050201,2.684243195,,
41:39.4,6.417675,intervention,5.417675,sustain low,0.417675,0,36.3,0,30,14.87788,,,0.002686,18.75086869,,
41:39.4,6.420361,intervention,5.420361,sustain low,0.4203606,0,36.3,0,30,14.87788,,,0.001821,18.25613953,,
41:39.4,6.422182,intervention,5.422182,sustain low,0.4221821,0,36.3,0,30,14.87788,,,0.001927,18.31824424,,
41:39.4,6.424109,intervention,5.424109,sustain low,0.4241085,0,36.3,0,30,14.87788,,,0.012109,21.72806713,,
41:39.5,6.436218,intervention,5.436218,sustain low,0.4362183,0,36.3,0,30,14.22297,,,0.001847,18.27140966,,
41:39.5,6.438065,intervention,5.438065,sustain low,0.4380646,0,36.3,0,30,14.22297,,,0.049629,2.859541227,,
41:39.5,6.487694,intervention,5.487694,sustain low,0.4876938,0,36.3,0,30,14.22297,,,0.00255,18.67495402,,
41:39.5,6.490244,intervention,5.490244,sustain low,0.4902439,0,36.3,0,30,14.22297,,,0.001837,18.26553936,,
41:39.5,6.492081,intervention,5.492081,sustain low,0.4920807,0,36.3,0,30,14.22297,,,0.01288,21.73653694,,
41:39.5,6.504961,intervention,5.504961,sustain low,0.504961,0,36.3,0,30,14.29871,,,0.001841,18.26788791,,
41:39.5,6.506802,intervention,5.506802,sustain low,0.5068016,0,36.3,0,30,14.29871,,,0.047748,3.496796686,,
41:39.6,6.55455,intervention,5.55455,sustain low,0.5545502,0,36.3,0,30,14.29871,,,0.007466,20.88311211,,
41:39.6,6.562016,intervention,5.562016,sustain low,0.5620155,0,36.3,0,30,14.29871,,,0.001873,18.28665586,,
41:39.6,6.563889,intervention,5.563889,sustain low,0.5638885,0,36.3,0,30,14.29871,,,0.011722,21.7093692,,
41:39.6,6.575611,intervention,5.575611,sustain low,0.5756111,0,36.3,0,30,14.95718,,,0.001919,18.31357104,,
41:39.6,6.57753,intervention,5.57753,sustain low,0.5775299,0,36.3,0,30,14.95718,,,0.047544,3.571676569,,
41:39.6,6.625074,intervention,5.625074,sustain low,0.6250744,0,36.3,0,30,14.95718,,,0.002562,18.68168126,,
41:39.6,6.627636,intervention,5.627636,sustain low,0.627636,0,36.3,0,30,14.95718,,,0.001879,18.29017081,,
41:39.6,6.629515,intervention,5.629515,sustain low,0.6295147,0,36.3,0,30,14.95718,,,0.001774,18.22847536,,
41:39.7,6.631289,intervention,5.631289,sustain low,0.6312885,0,36.3,0,30,14.95718,,,0.01181,21.71446768,,
41:39.7,6.643099,intervention,5.643099,sustain low,0.6430988,0,36.3,0,30,14.15911,,,0.001964,18.33982795,,
41:39.7,6.645063,intervention,5.645063,sustain low,0.6450634,0,36.3,0,30,14.15911,,,0.051373,2.35077008,,
41:39.7,6.696436,intervention,5.696436,sustain low,0.6964359,0,36.3,0,30,14.15911,,,0.002546,18.67271037,,
41:39.7,6.698982,intervention,5.698982,sustain low,0.6989822,0,36.3,0,30,14.15911,,,0.001845,18.27023588,,
41:39.7,6.700827,intervention,5.700827,sustain low,0.7008266,0,36.3,0,30,14.15911,,,0.001859,18.27844935,,
41:39.7,6.702686,intervention,5.702686,sustain low,0.7026863,0,36.3,0,30,14.15911,,,0.011843,21.71625119,,
41:39.7,6.714529,intervention,5.714529,sustain low,0.714529,0,36.3,0,30,14.02853,,,0.002115,18.42740021,,
41:39.7,6.716644,intervention,5.716644,sustain low,0.7166443,0,36.3,0,30,14.02853,,,0.051144,2.41327201,,
41:39.8,6.767788,intervention,5.767788,sustain low,0.7677879,0,36.3,0,30,14.02853,,,0.002756,18.7896604,,
41:39.8,6.770544,intervention,5.770544,sustain low,0.7705441,0,36.3,0,30,14.02853,,,0.001837,18.26553936,,
41:39.8,6.772381,intervention,5.772381,sustain low,0.7723808,0,36.3,0,30,14.02853,,,0.012094,21.72752209,,
41:39.8,6.784475,intervention,5.784475,sustain low,0.7844753,0,36.3,0,30,14.02902,,,0.00207,18.40138917,,
41:39.8,6.786545,intervention,5.786545,sustain low,0.7865448,0,36.3,0,30,14.02902,,,0.049742,2.824243561,,
41:39.9,6.836287,intervention,5.836287,sustain low,0.8362865,0,36.3,0,30,14.02902,,,0.002784,18.80512294,,
41:39.9,6.839071,intervention,5.839071,sustain low,0.8390713,0,36.3,0,30,14.02902,,,0.001898,18.30129303,,
41:39.9,6.840969,intervention,5.840969,sustain low,0.8409691,0,36.3,0,30,14.02902,,,0.00185,18.27317006,,
41:39.9,6.842819,intervention,5.842819,sustain low,0.8428192,0,36.3,0,30,14.02902,,,0.012022,21.72470405,,
41:39.9,6.854841,intervention,5.854841,sustain low,0.8548412,0,36.3,0,30,14.56166,,,0.002251,18.50555878,,
41:39.9,6.857092,intervention,5.857092,sustain low,0.8570919,0,36.3,0,30,14.56166,,,0.049681,2.843256979,,
41:39.9,6.906773,intervention,5.906773,sustain low,0.9067726,0,36.3,0,30,14.56166,,,0.002733,18.77693584,,
41:39.9,6.909506,intervention,5.909506,sustain low,0.9095058,0,36.3,0,30,14.56166,,,0.001848,18.2719965,,
41:39.9,6.911354,intervention,5.911354,sustain low,0.9113541,0,36.3,0,30,14.56166,,,0.012198,21.73100272,,
41:39.9,6.923552,intervention,5.923552,sustain low,0.9235516,0,36.3,0,30,14.2104,,,0.002006,18.36426874,,
41:39.9,6.925558,intervention,5.925558,sustain low,0.9255581,0,36.3,0,30,14.2104,,,0.049061,3.042014375,,
41:40.0,6.974619,intervention,5.974619,sustain low,0.9746189,0,36.3,0,30,14.2104,,,0.002254,18.50727514,,
41:40.0,6.976873,intervention,5.976873,sustain low,0.9768734,0,36.3,0,30,14.2104,,,0.001833,18.26319025,,
41:40.0,6.978706,intervention,5.978706,sustain low,0.9787064,0,36.3,0,30,14.2104,,,0.001902,18.30363291,,
41:40.0,6.980608,intervention,5.980608,sustain low,0.980608,0,36.3,0,30,14.2104,,,0.01185,21.71662051,,
41:40.0,6.992458,intervention,5.992458,sustain low,0.9924583,0,36.3,0,30,14.73355,,,0.001952,18.3328332,,
41:40.0,6.99441,intervention,5.99441,sustain low,0.9944096,0,36.3,0,30,14.73355,,,0.05092,2.475643767,,
41:40.1,7.04533,intervention,6.04533,attack,0.04533005,0.04,39.24,4,32,14.73355,,,0.002602,18.70406514,,
41:40.1,7.047932,intervention,6.047932,attack,0.04793167,0.04,39.24,4,32,14.73355,,,0.0018,18.24378855,,
41:40.1,7.049732,intervention,6.049732,attack,0.04973221,0.04,39.24,4,32,14.73355,,,0.012158,21.72974653,,
41:40.1,7.06189,intervention,6.06189,attack,0.06188965,0.06,40.72,6,33,14.14381,,,0.002025,18.37530437,,
41:40.1,7.063915,intervention,6.063915,attack,0.06391525,0.06,40.72,6,33,14.14381,,,0.051346,2.358073395,,
41:40.1,7.115261,intervention,6.115261,attack,0.1152611,0.11,44.4,11,36,14.14381,,,0.002676,18.74531129,,
41:40.1,7.117937,intervention,6.117937,attack,0.1179371,0.11,44.4,11,36,14.14381,,,0.001816,18.25320023,,
41:40.1,7.119753,intervention,6.119753,attack,0.1197529,0.11,44.4,11,36,14.14381,,,0.002582,18.69288095,,
41:40.1,7.122335,intervention,6.122335,attack,0.1223354,0.12,45.14,12,37,14.14381,,,0.012469,21.73679549,,
41:40.2,7.134804,intervention,6.134804,attack,0.1348038,0.13,45.88,13,37,14.28796,,,0.001905,18.30538745,,
41:40.2,7.136709,intervention,6.136709,attack,0.1367092,0.13,45.88,13,37,14.28796,,,0.049605,2.867080695,,
41:40.2,7.186314,intervention,6.186314,attack,0.1863136,0.18,49.56,18,40,14.28796,,,0.002597,18.70127055,,
41:40.2,7.188911,intervention,6.188911,attack,0.1889114,0.18,49.56,18,40,14.28796,,,0.001898,18.30129303,,
41:40.2,7.190809,intervention,6.190809,attack,0.1908092,0.19,50.3,19,41,14.28796,,,0.012068,21.726543,,
41:40.2,7.202877,intervention,6.202877,attack,0.202877,0.2,51.04,20,42,14.08735,,,0.002775,18.80015622,,
41:40.2,7.205652,intervention,6.205652,attack,0.2056522,0.2,51.04,20,42,14.08735,,,0.04942,2.925700626,,
41:40.3,7.255072,intervention,6.255072,attack,0.2550716,0.25,54.72,25,45,14.08735,,,0.002864,18.84913001,,
41:40.3,7.257936,intervention,6.257936,attack,0.2579365,0.25,54.72,25,45,14.08735,,,0.001898,18.30129303,,
41:40.3,7.259834,intervention,6.259834,attack,0.2598343,0.25,54.72,25,45,14.08735,,,0.001828,18.26025307,,
41:40.3,7.261662,intervention,6.261662,attack,0.2616615,0.26,55.46,26,45,14.08735,,,0.011962,21.72210057,,
41:40.3,7.273624,intervention,6.273624,attack,0.2736244,0.27,56.19,27,46,14.55233,,,0.001973,18.34507061,,
41:40.3,7.275597,intervention,6.275597,attack,0.2755966,0.27,56.19,27,46,14.55233,,,0.05224,2.125452982,,
41:40.3,7.327837,intervention,6.327837,attack,0.327837,0.32,59.88,32,49,14.55233,,,0.002638,18.72415752,,
41:40.4,7.330475,intervention,6.330475,attack,0.3304749,0.33,60.62,33,49,14.55233,,,0.001867,18.28313964,,
41:40.4,7.332342,intervention,6.332342,attack,0.3323421,0.33,60.62,33,49,14.55233,,,0.012509,21.73724921,,
41:40.4,7.344851,intervention,6.344851,attack,0.3448505,0.34,61.35,34,50,13.72684,,,0.001966,18.34099323,,
41:40.4,7.346817,intervention,6.346817,attack,0.346817,0.34,61.35,34,50,13.72684,,,0.048189,3.338835252,,
41:40.4,7.395006,intervention,6.395006,attack,0.3950062,0.39,65.04,39,53,13.72684,,,0.002701,18.75919742,,
41:40.4,7.397707,intervention,6.397707,attack,0.397707,0.39,65.04,39,53,13.72684,,,0.001825,18.25849033,,
41:40.4,7.399532,intervention,6.399532,attack,0.3995323,0.39,65.04,39,53,13.72684,,,0.001904,18.30480264,,
41:40.4,7.401436,intervention,6.401436,attack,0.4014359,0.4,65.77,40,54,13.72684,,,0.01272,21.73793355,,
41:40.4,7.414156,intervention,6.414156,attack,0.414156,0.41,66.51,41,54,14.89931,,,0.001892,18.29778214,,
41:40.4,7.416048,intervention,6.416048,attack,0.416048,0.41,66.51,41,54,14.89931,,,0.050787,2.51325991,,
41:40.5,7.466835,intervention,6.466835,attack,0.466835,0.46,70.2,46,57,14.89931,,,0.002672,18.74308724,,
41:40.5,7.469507,intervention,6.469507,attack,0.4695072,0.46,70.2,46,57,14.89931,,,0.001835,18.26436488,,
41:40.5,7.471342,intervention,6.471342,attack,0.4713421,0.47,70.93,47,58,14.89931,,,0.011749,21.71098646,,
41:40.5,7.483091,intervention,6.483091,attack,0.4830914,0.48,71.67,48,58,13.90925,,,0.001887,18.29485542,,
41:40.5,7.484978,intervention,6.484978,attack,0.4849777,0.48,71.67,48,58,13.90925,,,0.052286,2.113989098,,
41:40.6,7.537264,intervention,6.537264,attack,0.5372639,0.53,75.36,53,61,13.90925,,,0.002312,18.54039205,,
41:40.6,7.539576,intervention,6.539576,attack,0.5395756,0.53,75.36,53,61,13.90925,,,0.001873,18.28665586,,
41:40.6,7.541449,intervention,6.541449,attack,0.5414486,0.54,76.09,54,62,13.90925,,,0.001819,18.25496391,,
41:40.6,7.543268,intervention,6.543268,attack,0.5432682,0.54,76.09,54,62,13.90925,,,0.011872,21.71776068,,
41:40.6,7.55514,intervention,6.55514,attack,0.5551395,0.55,76.83,55,63,14.19559,,,0.001911,18.30889556,,
41:40.6,7.557051,intervention,6.557051,attack,0.5570507,0.55,76.83,55,63,14.19559,,,0.051353,2.356178257,,
41:40.6,7.608404,intervention,6.608404,attack,0.6084042,0.6,80.52,60,66,14.19559,,,0.002579,18.69120198,,
41:40.6,7.610983,intervention,6.610983,attack,0.6109829,0.61,81.25,61,66,14.19559,,,0.001858,18.2778629,,
41:40.6,7.612841,intervention,6.612841,attack,0.6128407,0.61,81.25,61,66,14.19559,,,0.011787,21.7131832,,
41:40.6,7.624628,intervention,6.624628,attack,0.6246281,0.62,81.99,62,67,14.07309,,,0.001921,18.31473955,,
41:40.6,7.626549,intervention,6.626549,attack,0.6265488,0.62,81.99,62,67,14.07309,,,0.049225,2.988458382,,
41:40.7,7.675774,intervention,6.675774,attack,0.6757736,0.67,85.67,67,70,14.07309,,,0.002639,18.72471492,,
41:40.7,7.678413,intervention,6.678413,attack,0.6784134,0.67,85.67,67,70,14.07309,,,0.001856,18.27668991,,
41:40.7,7.680269,intervention,6.680269,attack,0.6802692,0.68,86.41,68,70,14.07309,,,0.001845,18.27023588,,
41:40.7,7.682114,intervention,6.682114,attack,0.6821136,0.68,86.41,68,70,14.07309,,,0.012237,21.73212818,,
41:40.7,7.694351,intervention,6.694351,attack,0.6943512,0.69,87.15,69,71,14.82377,,,0.002016,18.37007859,,
41:40.7,7.696367,intervention,6.696367,attack,0.6963673,0.69,87.15,69,71,14.82377,,,0.051646,2.277907206,,
41:40.8,7.748013,intervention,6.748013,attack,0.7480125,0.74,90.83,74,74,14.82377,,,0.002733,18.77693584,,
41:40.8,7.750746,intervention,6.750746,attack,0.7507458,0.75,91.57,75,75,14.82377,,,0.00188,18.29075651,,
41:40.8,7.752626,intervention,6.752626,attack,0.7526264,0.75,91.57,75,75,14.82377,,,0.012112,21.7281744,,
41:40.8,7.764738,intervention,6.764738,attack,0.7647381,0.76,92.31,76,75,13.87195,,,0.00203,18.37820631,,
41:40.8,7.766768,intervention,6.766768,attack,0.7667675,0.76,92.31,76,75,13.87195,,,0.051744,2.252184301,,
41:40.8,7.818512,intervention,6.818512,attack,0.818512,0.81,95.99,81,78,13.87195,,,0.002798,18.81284256,,
41:40.8,7.82131,intervention,6.82131,attack,0.82131,0.82,96.73,82,79,13.87195,,,0.001825,18.25849033,,
41:40.8,7.823135,intervention,6.823135,attack,0.8231354,0.82,96.73,82,79,13.87195,,,0.00186,18.27903576,,
41:40.8,7.824995,intervention,6.824995,attack,0.824995,0.82,96.73,82,79,13.87195,,,0.013212,21.72836972,,
41:40.9,7.838207,intervention,6.838207,attack,0.8382072,0.83,97.47,83,79,14.163,,,0.001921,18.31473955,,
41:40.9,7.840128,intervention,6.840128,attack,0.8401279,0.84,98.2,84,80,14.163,,,0.048313,3.295376493,,
41:40.9,7.888441,intervention,6.888441,attack,0.8884411,0.88,101.15,88,82,14.163,,,0.002817,18.82330673,,
41:40.9,7.891258,intervention,6.891258,attack,0.8912582,0.89,101.89,89,83,14.163,,,0.001835,18.26436488,,
41:40.9,7.893093,intervention,6.893093,attack,0.8930931,0.89,101.89,89,83,14.163,,,0.012533,21.73747187,,
41:40.9,7.905626,intervention,6.905626,attack,0.9056263,0.9,102.62,90,84,14.31094,,,0.002133,18.43778388,,
41:40.9,7.907759,intervention,6.907759,attack,0.9077587,0.9,102.62,90,84,14.31094,,,0.053205,1.894989735,,
41:41.0,7.960964,intervention,6.960964,attack,0.9609642,0.96,107.05,96,87,14.31094,,,0.00267,18.74197498,,
41:41.0,7.963634,intervention,6.963634,attack,0.9636345,0.96,107.05,96,87,14.31094,,,0.001919,18.31357104,,
41:41.0,7.965553,intervention,6.965553,attack,0.9655533,0.96,107.05,96,87,14.31094,,,0.001841,18.26788791,,
41:41.0,7.967394,intervention,6.967394,attack,0.9673939,0.96,107.05,96,87,14.31094,,,0.011989,21.72330083,,
41:41.0,7.979383,intervention,6.979383,attack,0.9793835,0.97,107.78,97,88,13.7695,,,0.001936,18.32349884,,
41:41.0,7.981319,intervention,6.981319,attack,0.9813194,0.98,108.52,98,88,13.7695,,,0.050505,2.594468098,,
41:41.1,8.031824,intervention,7.031824,sustain high,0.03182411,1,110,100,90,13.7695,,,0.002592,18.69847499,,
41:41.1,8.034416,intervention,7.034416,sustain high,0.0344162,1,110,100,90,13.7695,,,0.00194,18.32583329,,
41:41.1,8.036356,intervention,7.036356,sustain high,0.03635597,1,110,100,90,13.7695,,,0.011797,21.71374585,,
41:41.1,8.048153,intervention,7.048153,sustain high,0.04815292,1,110,100,90,14.12272,,,0.001907,18.30655696,,
41:41.1,8.05006,intervention,7.05006,sustain high,0.05006027,1,110,100,90,14.12272,,,0.049919,2.769616946,,
41:41.1,8.099979,intervention,7.099979,sustain high,0.0999794,1,110,100,90,14.12272,,,0.002617,18.71244309,,
41:41.1,8.102596,intervention,7.102596,sustain high,0.1025963,1,110,100,90,14.12272,,,0.001887,18.29485542,,
41:41.1,8.104483,intervention,7.104483,sustain high,0.1044827,1,110,100,90,14.12272,,,0.001958,18.33633122,,
41:41.1,8.106441,intervention,7.106441,sustain high,0.1064415,1,110,100,90,14.12272,,,0.011952,21.72164411,,
41:41.1,8.118393,intervention,7.118393,sustain high,0.1183929,1,110,100,90,14.66551,,,0.001844,18.26964894,,
41:41.1,8.120237,intervention,7.120237,sustain high,0.1202374,1,110,100,90,14.66551,,,0.05328,1.877943999,,
41:41.2,8.173517,intervention,7.173517,sustain high,0.1735172,1,110,100,90,14.66551,,,0.002625,18.71690776,,
41:41.2,8.176142,intervention,7.176142,sustain high,0.1761417,1,110,100,90,14.66551,,,0.00188,18.29075651,,
41:41.2,8.178022,intervention,7.178022,sustain high,0.1780224,1,110,100,90,14.66551,,,0.011782,21.71289946,,
41:41.2,8.189804,intervention,7.189804,sustain high,0.1898041,1,110,100,90,13.59863,,,0.001917,18.31240238,,
41:41.2,8.191721,intervention,7.191721,sustain high,0.191721,1,110,100,90,13.59863,,,0.050199,2.684841552,,
41:41.3,8.24192,intervention,7.24192,sustain high,0.2419205,1,110,100,90,13.59863,,,0.0022,18.47632945,,
41:41.3,8.24412,intervention,7.24412,sustain high,0.2441196,1,110,100,90,13.59863,,,0.001836,18.26495214,,
41:41.3,8.245956,intervention,7.245956,sustain high,0.2459564,1,110,100,90,13.59863,,,0.001814,18.25202426,,
41:41.3,8.24777,intervention,7.24777,sustain high,0.2477703,1,110,100,90,13.59863,,,0.011902,21.71926525,,
41:41.3,8.259672,intervention,7.259672,sustain high,0.2596722,1,110,100,90,14.61847,,,0.001944,18.32816717,,
41:41.3,8.261616,intervention,7.261616,sustain high,0.2616158,1,110,100,90,14.61847,,,0.049928,2.766860849,,
41:41.3,8.311544,intervention,7.311544,sustain high,0.3115444,1,110,100,90,14.61847,,,0.002684,18.74975752,,
41:41.3,8.314228,intervention,7.314228,sustain high,0.3142281,1,110,100,90,14.61847,,,0.001873,18.28665586,,
41:41.3,8.316101,intervention,7.316101,sustain high,0.3161011,1,110,100,90,14.61847,,,0.011908,21.71955921,,
41:41.3,8.328009,intervention,7.328009,sustain high,0.3280087,1,110,100,90,14.36047,,,0.001951,18.33225008,,
41:41.4,8.32996,intervention,7.32996,sustain high,0.3299599,1,110,100,90,14.36047,,,0.051319,2.365394279,,
41:41.4,8.381279,intervention,7.381279,sustain high,0.381279,1,110,100,90,14.36047,,,0.002676,18.74531129,,
41:41.4,8.383955,intervention,7.383955,sustain high,0.383955,1,110,100,90,14.36047,,,0.001801,18.24437704,,
41:41.4,8.385756,intervention,7.385756,sustain high,0.3857555,1,110,100,90,14.36047,,,0.001823,18.257315,,
41:41.4,8.387579,intervention,7.387579,sustain high,0.387579,1,110,100,90,14.36047,,,0.013069,21.73275911,,
41:41.4,8.400648,intervention,7.400648,sustain high,0.4006481,1,110,100,90,14.33906,,,0.001932,18.32116382,,
41:41.4,8.40258,intervention,7.40258,sustain high,0.4025803,1,110,100,90,14.33906,,,0.054005,1.71939052,,
41:41.5,8.456585,intervention,7.456585,sustain high,0.4565849,1,110,100,90,14.33906,,,0.003288,19.07803931,,
41:41.5,8.459873,intervention,7.459873,sustain high,0.4598732,1,110,100,90,14.33906,,,0.001911,18.30889556,,
41:41.5,8.461784,intervention,7.461784,sustain high,0.4617844,1,110,100,90,14.33906,,,0.001864,18.28138105,,
41:41.5,8.463648,intervention,7.463648,sustain high,0.4636478,1,110,100,90,14.33906,,,0.012049,21.72579996,,
41:41.5,8.475697,intervention,7.475697,sustain high,0.4756966,1,110,100,90,13.31737,,,0.001869,18.28431185,,
41:41.5,8.477566,intervention,7.477566,sustain high,0.4775658,1,110,100,90,13.31737,,,0.051302,2.370012749,,
41:41.6,8.528868,intervention,7.528868,sustain high,0.5288677,1,110,100,90,13.31737,,,0.002582,18.69288095,,
41:41.6,8.53145,intervention,7.53145,sustain high,0.5314503,1,110,100,90,13.31737,,,0.001837,18.26553936,,
41:41.6,8.533287,intervention,7.533287,sustain high,0.533287,1,110,100,90,13.31737,,,0.011883,21.71831908,,
41:41.6,8.54517,intervention,7.54517,sustain high,0.5451698,1,110,100,90,13.79375,,,0.001989,18.3543837,,
41:41.6,8.547159,intervention,7.547159,sustain high,0.5471592,1,110,100,90,13.79375,,,0.05028,2.660689207,,
41:41.6,8.597439,intervention,7.597439,sustain high,0.5974388,1,110,100,90,13.79375,,,0.002643,18.72694413,,
41:41.6,8.600082,intervention,7.600082,sustain high,0.6000824,1,110,100,90,13.79375,,,0.001896,18.30012288,,
41:41.6,8.601978,intervention,7.601978,sustain high,0.6019783,1,110,100,90,13.79375,,,0.001881,18.29134218,,
41:41.6,8.603859,intervention,7.603859,sustain high,0.6038589,1,110,100,90,13.79375,,,0.011927,21.7204748,,
41:41.6,8.615786,intervention,7.615786,sustain high,0.6157856,1,110,100,90,14.57853,,,0.001905,18.30538745,,
41:41.6,8.617691,intervention,7.617691,sustain high,0.617691,1,110,100,90,14.57853,,,0.04891,3.09195501,,
41:41.7,8.666601,intervention,7.666601,sustain high,0.6666012,1,110,100,90,14.57853,,,0.002468,18.62883617,,
41:41.7,8.669069,intervention,7.669069,sustain high,0.6690693,1,110,100,90,14.57853,,,0.001852,18.27434348,,
41:41.7,8.670921,intervention,7.670921,sustain high,0.6709213,1,110,100,90,14.57853,,,0.011849,21.71656794,,
41:41.7,8.68277,intervention,7.68277,sustain high,0.6827698,1,110,100,90,14.47094,,,0.001848,18.2719965,,
41:41.7,8.684618,intervention,7.684618,sustain high,0.684618,1,110,100,90,14.47094,,,0.050497,2.596800814,,
41:41.8,8.735115,intervention,7.735115,sustain high,0.7351151,1,110,100,90,14.47094,,,0.002527,18.66204461,,
41:41.8,8.737642,intervention,7.737642,sustain high,0.7376423,1,110,100,90,14.47094,,,0.003037,18.94341684,,
41:41.8,8.740679,intervention,7.740679,sustain high,0.7406788,1,110,100,90,14.47094,,,0.002384,18.58132694,,
41:41.8,8.743063,intervention,7.743063,sustain high,0.743063,1,110,100,90,14.47094,,,0.012991,21.73459749,,
41:41.8,8.756054,intervention,7.756054,sustain high,0.7560539,1,110,100,90,14.62863,,,0.002104,18.42104879,,
41:41.8,8.758158,intervention,7.758158,sustain high,0.7581577,1,110,100,90,14.62863,,,0.053659,1.793664812,,
41:41.8,8.811817,intervention,7.811817,sustain high,0.8118172,1,110,100,90,14.62863,,,0.003212,19.03755233,,
41:41.8,8.815029,intervention,7.815029,sustain high,0.8150291,1,110,100,90,14.62863,,,0.002457,18.62263002,,
41:41.8,8.817486,intervention,7.817486,sustain high,0.8174858,1,110,100,90,14.62863,,,0.016445,21.28172988,,
41:41.9,8.833931,intervention,7.833931,sustain high,0.833931,1,110,100,90,13.02268,,,0.002007,18.36484989,,
41:41.9,8.835938,intervention,7.835938,sustain high,0.8359375,1,110,100,90,13.02268,,,0.049962,2.75646767,,
41:41.9,8.8859,intervention,7.8859,sustain high,0.8859005,1,110,100,90,13.02268,,,0.002614,18.7107682,,
41:41.9,8.888514,intervention,7.888514,sustain high,0.8885136,1,110,100,90,13.02268,,,0.001873,18.28665586,,
41:41.9,8.890387,intervention,7.890387,sustain high,0.8903866,1,110,100,90,13.02268,,,0.001901,18.30304799,,
41:41.9,8.892288,intervention,7.892288,sustain high,0.8922882,1,110,100,90,13.02268,,,0.012154,21.72961524,,
41:41.9,8.904442,intervention,7.904442,sustain high,0.9044418,1,110,100,90,13.48747,,,0.001856,18.27668991,,
41:41.9,8.906298,intervention,7.906298,sustain high,0.9062977,1,110,100,90,13.48747,,,0.050827,2.501900894,,
41:42.0,8.957125,intervention,7.957125,sustain high,0.9571247,1,110,100,90,13.48747,,,0.002603,18.70462394,,
41:42.0,8.959728,intervention,7.959728,sustain high,0.9597282,1,110,100,90,13.48747,,,0.002835,18.83320691,,
41:42.0,8.962563,intervention,7.962563,sustain high,0.9625626,1,110,100,90,13.48747,,,0.00189,18.29661156,,
41:42.0,8.964453,intervention,7.964453,sustain high,0.9644527,1,110,100,90,13.48747,,,0.012056,21.72607642,,
41:42.0,8.976509,intervention,7.976509,sustain high,0.9765091,1,110,100,90,14.0258,,,0.001894,18.29895258,,
41:42.0,8.978403,intervention,7.978403,sustain high,0.9784031,1,110,100,90,14.0258,,,0.051958,2.196801318,,
41:42.1,9.030361,intervention,8.030361,decay,0.03036118,0.96,107.05,96,87,14.0258,,,0.00247,18.62996407,,
41:42.1,9.032831,intervention,8.032831,decay,0.03283119,0.96,107.05,96,87,14.0258,,,0.002075,18.40428294,,
41:42.1,9.034906,intervention,8.034906,decay,0.03490639,0.96,107.05,96,87,14.0258,,,0.012755,21.73776921,,
41:42.1,9.047661,intervention,8.047661,decay,0.04766083,0.95,106.31,95,87,13.68328,,,0.001978,18.34798194,,
41:42.1,9.049639,intervention,8.049639,decay,0.04963875,0.95,106.31,95,87,13.68328,,,0.049606,2.866766252,,
41:42.1,9.099245,intervention,8.099245,decay,0.09924507,0.9,102.62,90,84,13.68328,,,0.002861,18.84748435,,
41:42.1,9.102106,intervention,8.102106,decay,0.1021061,0.89,101.89,89,83,13.68328,,,0.001898,18.30129303,,
41:42.1,9.104004,intervention,8.104004,decay,0.1040039,0.89,101.89,89,83,13.68328,,,0.001873,18.28665586,,
41:42.1,9.105877,intervention,8.105877,decay,0.1058769,0.89,101.89,89,83,13.68328,,,0.011986,21.72316979,,
41:42.1,9.117863,intervention,8.117863,decay,0.1178627,0.88,101.15,88,82,14.51895,,,0.001856,18.27668991,,
41:42.1,9.119719,intervention,8.119719,decay,0.1197186,0.88,101.15,88,82,14.51895,,,0.049371,2.941376687,,
41:42.2,9.16909,intervention,8.16909,decay,0.1690903,0.83,97.47,83,79,14.51895,,,0.002257,18.50899117,,
41:42.2,9.171347,intervention,8.171347,decay,0.1713467,0.82,96.73,82,79,14.51895,,,0.001873,18.28665586,,
41:42.2,9.17322,intervention,8.17322,decay,0.1732197,0.82,96.73,82,79,14.51895,,,0.011884,21.71836946,,
41:42.2,9.185104,intervention,8.185104,decay,0.1851044,0.81,95.99,81,78,14.28867,,,0.001948,18.33050047,,
41:42.2,9.187052,intervention,8.187052,decay,0.1870518,0.81,95.99,81,78,14.28867,,,0.050762,2.520379389,,
41:42.3,9.237814,intervention,8.237814,decay,0.2378139,0.76,92.31,76,75,14.28867,,,0.002672,18.74308724,,
41:42.3,9.240486,intervention,8.240486,decay,0.2404861,0.75,91.57,75,75,14.28867,,,0.001881,18.29134218,,
41:42.3,9.242367,intervention,8.242367,decay,0.2423668,0.75,91.57,75,75,14.28867,,,0.001961,18.33807975,,
41:42.3,9.244328,intervention,8.244328,decay,0.2443275,0.75,91.57,75,75,14.28867,,,0.013555,21.71247111,,
41:42.3,9.257883,intervention,8.257883,decay,0.2578831,0.74,90.83,74,74,14.56703,,,0.002007,18.36484989,,
41:42.3,9.25989,intervention,8.25989,decay,0.2598896,0.74,90.83,74,74,14.56703,,,0.051071,2.433463782,,
41:42.3,9.310961,intervention,8.310961,decay,0.3109608,0.68,86.41,68,70,14.56703,,,0.002311,18.53982213,,
