Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,FOV,Saturation,FPS target,FPS real,,,,,,
41:36.4,3.397497,intervention,2.397497,attack,0.3974972,0.39,65.04,39,53,14.1959,,,0.012303,21.73380934,,
41:36.4,3.4098,intervention,2.4098,attack,0.4097996,0.4,65.77,40,54,15.28673,,,0.002126,18.4337472,,
41:36.4,3.411926,intervention,2.411926,attack,0.4119263,0.41,66.51,41,54,15.28673,,,0.050539,2.584571931,,
41:36.5,3.462465,intervention,2.462465,attack,0.4624653,0.46,70.2,46,57,15.28673,,,0.00248,18.63560125,,
41:36.5,3.464945,intervention,2.464945,attack,0.4649448,0.46,70.2,46,57,15.28673,,,0.001898,18.30129303,,
41:36.5,3.466843,intervention,2.466843,attack,0.4668427,0.46,70.2,46,57,15.28673,,,0.011678,21.70663324,,
41:36.5,3.478521,intervention,2.478521,attack,0.4785213,0.47,70.93,47,58,14.04421,,,0.001908,18.30714166,,
41:36.5,3.480429,intervention,2.480429,attack,0.4804287,0.48,71.67,48,58,14.04421,,,0.049251,2.980032964,,
41:36.6,3.52968,intervention,2.52968,attack,0.5296803,0.52,74.62,52,61,14.04421,,,0.002676,18.74531129,,
41:36.6,3.532356,intervention,2.532356,attack,0.5323563,0.53,75.36,53,61,14.04421,,,0.001908,18.30714166,,
41:36.6,3.534264,intervention,2.534264,attack,0.5342636,0.53,75.36,53,61,14.04421,,,0.001911,18.30889556,,
41:36.6,3.536175,intervention,2.536175,attack,0.5361748,0.53,75.36,53,61,14.04421,,,0.011732,21.70997365,,
41:36.6,3.547907,intervention,2.547907,attack,0.5479069,0.54,76.09,54,62,14.84448,,,0.00197,18.34332338,,
41:36.6,3.549877,intervention,2.549877,attack,0.5498772,0.54,76.09,54,62,14.84448,,,0.048691,3.165465076,,
41:36.6,3.598568,intervention,2.598568,attack,0.598568,0.59,79.78,59,65,14.84448,,,0.002596,18.70071151,,
41:36.6,3.601164,intervention,2.601164,attack,0.6011639,0.6,80.52,60,66,14.84448,,,0.001869,18.28431185,,
41:36.6,3.603033,intervention,2.603033,attack,0.6030331,0.6,80.52,60,66,14.84448,,,0.012402,21.73580422,,
41:36.6,3.615435,intervention,2.615435,attack,0.6154346,0.61,81.25,61,66,14.49899,,,0.001981,18.3497283,,
41:36.6,3.617416,intervention,2.617416,attack,0.6174164,0.61,81.25,61,66,14.49899,,,0.049437,2.920276672,,
41:36.7,3.666853,intervention,2.666853,attack,0.666853,0.66,84.94,66,69,14.49899,,,0.002748,18.78523683,,
41:36.7,3.669601,intervention,2.669601,attack,0.6696014,0.66,84.94,66,69,14.49899,,,0.001852,18.27434348,,
41:36.7,3.671453,intervention,2.671453,attack,0.6714535,0.67,85.67,67,70,14.49899,,,0.001889,18.29602621,,
41:36.7,3.673342,intervention,2.673342,attack,0.6733418,0.67,85.67,67,70,14.49899,,,0.011728,21.70973264,,
41:36.7,3.68507,intervention,2.68507,attack,0.68507,0.68,86.41,68,70,14.70175,,,0.001909,18.30772633,,
41:36.7,3.686979,intervention,2.686979,attack,0.6869793,0.68,86.41,68,70,14.70175,,,0.047182,3.707392854,,
41:36.8,3.734161,intervention,2.734161,attack,0.7341614,0.73,90.1,73,73,14.70175,,,0.00272,18.76973447,,
41:36.8,3.736881,intervention,2.736881,attack,0.7368813,0.73,90.1,73,73,14.70175,,,0.002253,18.50670306,,
41:36.8,3.739134,intervention,2.739134,attack,0.7391338,0.73,90.1,73,73,14.70175,,,0.013021,21.73393686,,
41:36.8,3.752155,intervention,2.752155,attack,0.7521553,0.75,91.57,75,75,14.83409,,,0.002034,18.38052721,,
41:36.8,3.754189,intervention,2.754189,attack,0.7541885,0.75,91.57,75,75,14.83409,,,0.047443,3.609175734,,
41:36.8,3.801632,intervention,2.801632,attack,0.8016319,0.8,95.26,80,78,14.83409,,,0.002581,18.69232133,,
41:36.8,3.804213,intervention,2.804213,attack,0.8042126,0.8,95.26,80,78,14.83409,,,0.00188,18.29075651,,
41:36.8,3.806093,intervention,2.806093,attack,0.8060932,0.8,95.26,80,78,14.83409,,,0.011566,21.69910772,,
41:36.8,3.817659,intervention,2.817659,attack,0.8176594,0.81,95.99,81,78,14.78404,,,0.001938,18.32466614,,
41:36.8,3.819597,intervention,2.819597,attack,0.8195972,0.81,95.99,81,78,14.78404,,,0.051466,2.325748387,,
41:36.9,3.871063,intervention,2.871063,attack,0.8710632,0.87,100.41,87,82,14.78404,,,0.002682,18.7486462,,
41:36.9,3.873745,intervention,2.873745,attack,0.873745,0.87,100.41,87,82,14.78404,,,0.001888,18.29544083,,
41:36.9,3.875633,intervention,2.875633,attack,0.8756332,0.87,100.41,87,82,14.78404,,,0.001972,18.34448823,,
41:36.9,3.877605,intervention,2.877605,attack,0.8776054,0.87,100.41,87,82,14.78404,,,0.011628,21.70337319,,
41:36.9,3.889233,intervention,2.889233,attack,0.8892326,0.88,101.15,88,82,14.40821,,,0.002,18.36078109,,
41:36.9,3.891233,intervention,2.891233,attack,0.8912334,0.89,101.89,89,83,14.40821,,,0.048586,3.201165254,,
41:37.0,3.939819,intervention,2.939819,attack,0.9398193,0.93,104.84,93,85,14.40821,,,0.002817,18.82330673,,
41:37.0,3.942636,intervention,2.942636,attack,0.9426365,0.94,105.57,94,86,14.40821,,,0.001874,18.28724178,,
41:37.0,3.94451,intervention,2.94451,attack,0.9445095,0.94,105.57,94,86,14.40821,,,0.012372,21.73526648,,
41:37.0,3.956882,intervention,2.956882,attack,0.9568825,0.95,106.31,95,87,14.56789,,,0.002369,18.57281497,,
41:37.0,3.959251,intervention,2.959251,attack,0.9592514,0.95,106.31,95,87,14.56789,,,0.049754,2.820514542,,
41:37.0,4.009005,intervention,3.009005,sustain high,0.009004593,1,110,100,90,14.56789,,,0.002685,18.75031312,,
41:37.0,4.01169,intervention,3.01169,sustain high,0.01169014,1,110,100,90,14.56789,,,0.002051,18.39038456,,
41:37.0,4.013741,intervention,3.013741,sustain high,0.01374054,1,110,100,90,14.56789,,,0.001911,18.30889556,,
41:37.0,4.015652,intervention,3.015652,sustain high,0.0156517,1,110,100,90,14.56789,,,0.011728,21.70973264,,
41:37.0,4.02738,intervention,3.02738,sustain high,0.02737999,1,110,100,90,14.43835,,,0.003099,18.97691171,,
41:37.1,4.030479,intervention,3.030479,sustain high,0.03047943,1,110,100,90,14.43835,,,0.050272,2.663067231,,
41:37.1,4.080751,intervention,3.080751,sustain high,0.08075142,1,110,100,90,14.43835,,,0.002543,18.67102723,,
41:37.1,4.083294,intervention,3.083294,sustain high,0.08329391,1,110,100,90,14.43835,,,0.001985,18.35205629,,
41:37.1,4.085279,intervention,3.085279,sustain high,0.08527946,1,110,100,90,14.43835,,,0.011572,21.69953129,,
41:37.1,4.096851,intervention,3.096851,sustain high,0.09685135,1,110,100,90,13.96595,,,0.001932,18.32116382,,
41:37.1,4.098783,intervention,3.098783,sustain high,0.09878349,1,110,100,90,13.96595,,,0.048846,3.113304919,,
41:37.2,4.147629,intervention,3.147629,sustain high,0.1476288,1,110,100,90,13.96595,,,0.002605,18.70574143,,
41:37.2,4.150234,intervention,3.150234,sustain high,0.1502342,1,110,100,90,13.96595,,,0.002833,18.83210752,,
41:37.2,4.153067,intervention,3.153067,sustain high,0.1530666,1,110,100,90,13.96595,,,0.001878,18.28958508,,
41:37.2,4.154945,intervention,3.154945,sustain high,0.1549454,1,110,100,90,13.96595,,,0.012566,21.73771734,,
41:37.2,4.167511,intervention,3.167511,sustain high,0.167511,1,110,100,90,14.9319,,,0.00193,18.31999609,,
41:37.2,4.169441,intervention,3.169441,sustain high,0.1694412,1,110,100,90,14.9319,,,0.046147,4.115703024,,
41:37.2,4.215588,intervention,3.215588,sustain high,0.2155876,1,110,100,90,14.9319,,,0.002712,18.76529955,,
41:37.2,4.2183,intervention,3.2183,sustain high,0.2182999,1,110,100,90,14.9319,,,0.00184,18.26730082,,
41:37.2,4.22014,intervention,3.22014,sustain high,0.2201405,1,110,100,90,14.9319,,,0.012007,21.72407492,,
41:37.3,4.232147,intervention,3.232147,sustain high,0.2321472,1,110,100,90,14.69776,,,0.001972,18.34448823,,
41:37.3,4.234119,intervention,3.234119,sustain high,0.2341194,1,110,100,90,14.69776,,,0.059901,0.791897051,,
41:37.3,4.29402,intervention,3.29402,sustain high,0.2940197,1,110,100,90,14.69776,,,0.002588,18.69623784,,
41:37.3,4.296608,intervention,3.296608,sustain high,0.296608,1,110,100,90,14.69776,,,0.001862,18.28020847,,
41:37.3,4.29847,intervention,3.29847,sustain high,0.2984695,1,110,100,90,14.69776,,,0.004602,19.73821818,,
41:37.3,4.303072,intervention,3.303072,sustain high,0.303072,1,110,100,90,14.69776,,,0.011671,21.70618651,,
41:37.3,4.314743,intervention,3.314743,sustain high,0.314743,1,110,100,90,12.75785,,,0.001938,18.32466614,,
41:37.3,4.316681,intervention,3.316681,sustain high,0.3166809,1,110,100,90,12.75785,,,0.04682,3.846769089,,
41:37.4,4.363501,intervention,3.363501,sustain high,0.3635006,1,110,100,90,12.75785,,,0.002697,18.75697729,,
41:37.4,4.366198,intervention,3.366198,sustain high,0.3661976,1,110,100,90,12.75785,,,0.001876,18.2884135,,
41:37.4,4.368074,intervention,3.368074,sustain high,0.3680744,1,110,100,90,12.75785,,,0.011595,21.70113359,,
41:37.4,4.379669,intervention,3.379669,sustain high,0.3796692,1,110,100,90,14.39663,,,0.001887,18.29485542,,
41:37.4,4.381556,intervention,3.381556,sustain high,0.3815556,1,110,100,90,14.39663,,,0.04725,3.68162088,,
41:37.4,4.428806,intervention,3.428806,sustain high,0.4288063,1,110,100,90,14.39663,,,0.00269,18.75309055,,
41:37.5,4.431496,intervention,3.431496,sustain high,0.4314957,1,110,100,90,14.39663,,,0.00189,18.29661156,,
41:37.5,4.433386,intervention,3.433386,sustain high,0.4333858,1,110,100,90,14.39663,,,0.001842,18.26847495,,
41:37.5,4.435228,intervention,3.435228,sustain high,0.4352283,1,110,100,90,14.39663,,,0.01203,21.72503366,,
41:37.5,4.447258,intervention,3.447258,sustain high,0.447258,1,110,100,90,15.29904,,,0.001921,18.31473955,,
41:37.5,4.449179,intervention,3.449179,sustain high,0.4491787,1,110,100,90,15.29904,,,0.048553,3.212446534,,
41:37.5,4.497732,intervention,3.497732,sustain high,0.4977322,1,110,100,90,15.29904,,,0.002482,18.63672822,,
41:37.5,4.500214,intervention,3.500214,sustain high,0.5002136,1,110,100,90,15.29904,,,0.001829,18.26084058,,
41:37.5,4.502043,intervention,3.502043,sustain high,0.5020428,1,110,100,90,15.29904,,,0.011623,21.70303835,,
41:37.5,4.513666,intervention,3.513666,sustain high,0.5136662,1,110,100,90,14.50543,,,0.001974,18.34565295,,
41:37.5,4.51564,intervention,3.51564,sustain high,0.5156403,1,110,100,90,14.50543,,,0.047117,3.732148559,,
41:37.6,4.562757,intervention,3.562757,sustain high,0.5627575,1,110,100,90,14.50543,,,0.002656,18.73418476,,
41:37.6,4.565413,intervention,3.565413,sustain high,0.5654125,1,110,100,90,14.50543,,,0.001878,18.28958508,,
41:37.6,4.567291,intervention,3.567291,sustain high,0.5672913,1,110,100,90,14.50543,,,0.011685,21.70707683,,
41:37.6,4.578976,intervention,3.578976,sustain high,0.5789757,1,110,100,90,15.39674,,,0.001959,18.3369141,,
41:37.6,4.580935,intervention,3.580935,sustain high,0.5809345,1,110,100,90,15.39674,,,0.04706,3.753954654,,
41:37.6,4.627995,intervention,3.627995,sustain high,0.6279945,1,110,100,90,15.39674,,,0.002542,18.67046611,,
41:37.7,4.630537,intervention,3.630537,sustain high,0.630537,1,110,100,90,15.39674,,,0.003325,19.09766269,,
41:37.7,4.633862,intervention,3.633862,sustain high,0.6338615,1,110,100,90,15.39674,,,0.001831,18.26201548,,
41:37.7,4.635693,intervention,3.635693,sustain high,0.6356926,1,110,100,90,15.39674,,,0.011949,21.72150592,,
41:37.7,4.647642,intervention,3.647642,sustain high,0.6476421,1,110,100,90,15.31197,,,0.001999,18.36019969,,
41:37.7,4.649641,intervention,3.649641,sustain high,0.649641,1,110,100,90,15.31197,,,0.047255,3.679730974,,
41:37.7,4.696896,intervention,3.696896,sustain high,0.6968956,1,110,100,90,15.31197,,,0.002615,18.71132654,,
41:37.7,4.699511,intervention,3.699511,sustain high,0.6995106,1,110,100,90,15.31197,,,0.001894,18.29895258,,
41:37.7,4.701405,intervention,3.701405,sustain high,0.7014046,1,110,100,90,15.31197,,,0.011732,21.70997365,,
41:37.7,4.713137,intervention,3.713137,sustain high,0.7131367,1,110,100,90,14.51872,,,0.001911,18.30889556,,
41:37.7,4.715048,intervention,3.715048,sustain high,0.7150478,1,110,100,90,14.51872,,,0.055527,1.421506992,,
41:37.8,4.770575,intervention,3.770575,sustain high,0.7705746,1,110,100,90,14.51872,,,0.002599,18.7023885,,
41:37.8,4.773174,intervention,3.773174,sustain high,0.7731743,1,110,100,90,14.51872,,,0.001871,18.28548393,,
41:37.8,4.775045,intervention,3.775045,sustain high,0.7750454,1,110,100,90,14.51872,,,0.001879,18.29017081,,
41:37.8,4.776924,intervention,3.776924,sustain high,0.7769241,1,110,100,90,14.51872,,,0.013304,21.72484896,,
41:37.8,4.790228,intervention,3.790228,sustain high,0.7902279,1,110,100,90,13.58279,,,0.00193,18.31999609,,
41:37.8,4.792158,intervention,3.792158,sustain high,0.7921581,1,110,100,90,13.58279,,,0.046396,4.014706544,,
41:37.9,4.838554,intervention,3.838554,sustain high,0.8385544,1,110,100,90,13.58279,,,0.002667,18.74030629,,
41:37.9,4.841221,intervention,3.841221,sustain high,0.8412209,1,110,100,90,13.58279,,,0.001873,18.28665586,,
41:37.9,4.843094,intervention,3.843094,sustain high,0.8430939,1,110,100,90,13.58279,,,0.011835,21.71582526,,
41:37.9,4.854929,intervention,3.854929,sustain high,0.854929,1,110,100,90,14.69629,,,0.001953,18.3334163,,
41:37.9,4.856882,intervention,3.856882,sustain high,0.8568821,1,110,100,90,14.69629,,,0.047646,3.534092896,,
41:37.9,4.904528,intervention,3.904528,sustain high,0.9045277,1,110,100,90,14.69629,,,0.002666,18.73974998,,
41:37.9,4.907194,intervention,3.907194,sustain high,0.9071941,1,110,100,90,14.69629,,,0.001904,18.30480264,,
41:37.9,4.909098,intervention,3.909098,sustain high,0.9090977,1,110,100,90,14.69629,,,0.011699,21.70795456,,
41:37.9,4.920797,intervention,3.920797,sustain high,0.9207973,1,110,100,90,15.16852,,,0.001953,18.3334163,,
41:37.9,4.92275,intervention,3.92275,sustain high,0.9227505,1,110,100,90,15.16852,,,0.052376,2.091700278,,
41:38.0,4.975126,intervention,3.975126,sustain high,0.9751263,1,110,100,90,15.16852,,,0.002585,18.69455957,,
41:38.0,4.977711,intervention,3.977711,sustain high,0.9777107,1,110,100,90,15.16852,,,0.001798,18.24261145,,
41:38.0,4.979509,intervention,3.979509,sustain high,0.9795094,1,110,100,90,15.16852,,,0.001854,18.27551677,,
41:38.0,4.981363,intervention,3.981363,sustain high,0.9813633,1,110,100,90,15.16852,,,0.011736,21.71021363,,
41:38.0,4.993099,intervention,3.993099,sustain high,0.9930992,1,110,100,90,14.15104,,,0.001944,18.32816717,,
41:38.0,4.995043,intervention,3.995043,sustain high,0.9950428,1,110,100,90,14.15104,,,0.049219,2.990405237,,
41:38.1,5.044262,intervention,4.044262,decay,0.04426193,0.95,106.31,95,87,14.15104,,,0.002714,18.76640851,,
41:38.1,5.046976,intervention,4.046976,decay,0.04697609,0.95,106.31,95,87,14.15104,,,0.00185,18.27317006,,
41:38.1,5.048826,intervention,4.048826,decay,0.04882622,0.95,106.31,95,87,14.15104,,,0.012148,21.72941637,,
41:38.1,5.060974,intervention,4.060974,decay,0.06097412,0.93,104.84,93,85,14.47895,,,0.00198,18.34914622,,
41:38.1,5.062954,intervention,4.062954,decay,0.06295395,0.93,104.84,93,85,14.47895,,,0.046118,4.127580242,,
41:38.1,5.109072,intervention,4.109072,decay,0.1090717,0.89,101.89,89,83,14.47895,,,0.00255,18.67495402,,
41:38.1,5.111622,intervention,4.111622,decay,0.1116219,0.88,101.15,88,82,14.47895,,,0.001892,18.29778214,,
41:38.1,5.113514,intervention,4.113514,decay,0.1135139,0.88,101.15,88,82,14.47895,,,0.001848,18.2719965,,
41:38.1,5.115362,intervention,4.115362,decay,0.1153622,0.88,101.15,88,82,14.47895,,,0.011753,21.71122207,,
41:38.1,5.127115,intervention,4.127115,decay,0.1271152,0.87,100.41,87,82,15.41816,,,0.001934,18.3223314,,
41:38.1,5.129049,intervention,4.129049,decay,0.1290493,0.87,100.41,87,82,15.41816,,,0.0509,2.481272481,,
41:38.2,5.179949,intervention,4.179949,decay,0.1799488,0.82,96.73,82,79,15.41816,,,0.00259,18.69735649,,
41:38.2,5.182539,intervention,4.182539,decay,0.182539,0.81,95.99,81,78,15.41816,,,0.001829,18.26084058,,
41:38.2,5.184368,intervention,4.184368,decay,0.1843681,0.81,95.99,81,78,15.41816,,,0.011713,21.70881969,,
41:38.2,5.196081,intervention,4.196081,decay,0.1960812,0.8,95.26,80,78,14.10563,,,0.00193,18.31999609,,
41:38.2,5.198011,intervention,4.198011,decay,0.1980114,0.8,95.26,80,78,14.10563,,,0.049485,2.90500274,,
41:38.3,5.247496,intervention,4.247496,decay,0.2474957,0.75,91.57,75,75,14.10563,,,0.002296,18.53126892,,
41:38.3,5.249792,intervention,4.249792,decay,0.2497921,0.75,91.57,75,75,14.10563,,,0.001833,18.26319025,,
41:38.3,5.251625,intervention,4.251625,decay,0.2516251,0.74,90.83,74,74,14.10563,,,0.001837,18.26553936,,
41:38.3,5.253462,intervention,4.253462,decay,0.2534618,0.74,90.83,74,74,14.10563,,,0.0121,21.72774184,,
41:38.3,5.265562,intervention,4.265562,decay,0.2655621,0.73,90.1,73,73,14.81736,,,0.001926,18.31766021,,
41:38.3,5.267488,intervention,4.267488,decay,0.2674885,0.73,90.1,73,73,14.81736,,,0.047423,3.616634888,,
41:38.3,5.314911,intervention,4.314911,decay,0.3149109,0.68,86.41,68,70,14.81736,,,0.002619,18.71355949,,
41:38.3,5.31753,intervention,4.31753,decay,0.3175297,0.68,86.41,68,70,14.81736,,,0.001857,18.27727642,,
41:38.3,5.319387,intervention,4.319387,decay,0.3193874,0.68,86.41,68,70,14.81736,,,0.011557,21.69846802,,
41:38.4,5.330944,intervention,4.330944,decay,0.3309441,0.66,84.94,66,69,14.82068,,,0.001991,18.35554718,,
41:38.4,5.332935,intervention,4.332935,decay,0.3329353,0.66,84.94,66,69,14.82068,,,0.090113,0.002951275,,
41:38.4,5.423048,intervention,4.423048,decay,0.423048,0.57,78.3,57,64,14.82068,,,0.002726,18.773059,,
41:38.4,5.425774,intervention,4.425774,decay,0.4257736,0.57,78.3,57,64,14.82068,,,0.001855,18.27610335,,
41:38.4,5.427629,intervention,4.427629,decay,0.4276295,0.57,78.3,57,64,14.82068,,,0.001809,18.24908373,,
41:38.4,5.429438,intervention,4.429438,decay,0.4294376,0.57,78.3,57,64,14.82068,,,0.001844,18.26964894,,
41:38.5,5.431282,intervention,4.431282,decay,0.431282,0.56,77.57,56,63,14.82068,,,0.01195,21.72155205,,
41:38.5,5.443232,intervention,4.443232,decay,0.4432316,0.55,76.83,55,63,10,,,0.001894,18.29895258,,
41:38.5,5.445126,intervention,4.445126,decay,0.4451256,0.55,76.83,55,63,10,,,0.049207,2.994301794,,
41:38.5,5.494333,intervention,4.494333,decay,0.4943333,0.5,73.15,50,60,10,,,0.002651,18.73140068,,
41:38.5,5.496984,intervention,4.496984,decay,0.4969845,0.5,73.15,50,60,10,,,0.001816,18.25320023,,
41:38.5,5.4988,intervention,4.4988,decay,0.4988003,0.5,73.15,50,60,10,,,0.011746,21.71080908,,
41:38.5,5.510546,intervention,4.510546,decay,0.5105457,0.48,71.67,48,58,14.04348,,,0.002012,18.36775509,,
41:38.5,5.512558,intervention,4.512558,decay,0.512558,0.48,71.67,48,58,14.04348,,,0.049768,2.816168721,,
41:38.6,5.562326,intervention,4.562326,decay,0.5623264,0.43,67.99,43,55,14.04348,,,0.002657,18.73474146,,
41:38.6,5.564983,intervention,4.564983,decay,0.5649834,0.43,67.99,43,55,14.04348,,,0.001833,18.26319025,,
41:38.6,5.566816,intervention,4.566816,decay,0.5668163,0.43,67.99,43,55,14.04348,,,0.00185,18.27317006,,
41:38.6,5.568666,intervention,4.568666,decay,0.5686665,0.43,67.99,43,55,14.04348,,,0.011721,21.7093084,,
41:38.6,5.580387,intervention,4.580387,decay,0.5803871,0.41,66.51,41,54,14.6867,,,0.001951,18.33225008,,
41:38.6,5.582338,intervention,4.582338,decay,0.5823383,0.41,66.51,41,54,14.6867,,,0.05218,2.140479142,,
41:38.7,5.634518,intervention,4.634518,decay,0.6345177,0.36,62.83,36,51,14.6867,,,0.002653,18.73251443,,
41:38.7,5.637171,intervention,4.637171,decay,0.6371708,0.36,62.83,36,51,14.6867,,,0.001858,18.2778629,,
41:38.7,5.639029,intervention,4.639029,decay,0.6390285,0.36,62.83,36,51,14.6867,,,0.001813,18.25143622,,
41:38.7,5.640842,intervention,4.640842,decay,0.6408424,0.35,62.09,35,51,14.6867,,,0.012038,21.72535915,,
41:38.7,5.65288,intervention,4.65288,decay,0.6528797,0.34,61.35,34,50,13.85771,,,0.001917,18.31240238,,
41:38.7,5.654797,intervention,4.654797,decay,0.6547966,0.34,61.35,34,50,13.85771,,,0.062364,0.555570553,,
41:38.7,5.717161,intervention,4.717161,decay,0.7171612,0.28,56.93,28,46,13.85771,,,0.002609,18.70797594,,
41:38.7,5.71977,intervention,4.71977,decay,0.7197704,0.28,56.93,28,46,13.85771,,,0.001893,18.29836738,,
41:38.7,5.721663,intervention,4.721663,decay,0.7216625,0.27,56.19,27,46,13.85771,,,0.001903,18.30421779,,
41:38.7,5.723566,intervention,4.723566,decay,0.7235661,0.27,56.19,27,46,13.85771,,,0.011715,21.70894225,,
41:38.8,5.735281,intervention,4.735281,decay,0.735281,0.26,55.46,26,45,12.11485,,,0.002007,18.36484989,,
41:38.8,5.737288,intervention,4.737288,decay,0.7372875,0.26,55.46,26,45,12.11485,,,0.060792,0.698050999,,
41:38.8,5.79808,intervention,4.79808,decay,0.7980804,0.2,51.04,20,42,12.11485,,,0.002743,18.78247082,,
41:38.8,5.800823,intervention,4.800823,decay,0.8008232,0.19,50.3,19,41,12.11485,,,0.002136,18.43951334,,
41:38.8,5.802959,intervention,4.802959,decay,0.8029594,0.19,50.3,19,41,12.11485,,,0.001921,18.31473955,,
41:38.8,5.80488,intervention,4.80488,decay,0.8048801,0.19,50.3,19,41,12.11485,,,0.01479,21.59276256,,
41:38.8,5.81967,intervention,4.81967,decay,0.8196697,0.18,49.56,18,40,12.33823,,,0.002014,18.36891691,,
41:38.8,5.821684,intervention,4.821684,decay,0.8216839,0.17,48.82,17,40,12.33823,,,0.052647,2.025701105,,
41:38.9,5.874331,intervention,4.874331,decay,0.8743305,0.12,45.14,12,37,12.33823,,,0.002576,18.68952267,,
41:38.9,5.876907,intervention,4.876907,decay,0.8769073,0.12,45.14,12,37,12.33823,,,0.002083,18.40891107,,
41:38.9,5.87899,intervention,4.87899,decay,0.8789902,0.12,45.14,12,37,12.33823,,,0.011734,21.71009377,,
41:38.9,5.890724,intervention,4.890724,decay,0.8907242,0.1,43.67,10,36,13.11453,,,0.001965,18.34041061,,
41:38.9,5.892689,intervention,4.892689,decay,0.8926888,0.1,43.67,10,36,13.11453,,,0.047779,3.48551841,,
41:39.0,5.940468,intervention,4.940468,decay,0.9404678,0.05,39.98,5,33,13.11453,,,0.002617,18.71244309,,
41:39.0,5.943085,intervention,4.943085,decay,0.9430847,0.05,39.98,5,33,13.11453,,,0.001892,18.29778214,,
41:39.0,5.944977,intervention,4.944977,decay,0.9449768,0.05,39.98,5,33,13.11453,,,0.001854,18.27551677,,
41:39.0,5.946831,intervention,4.946831,decay,0.9468307,0.05,39.98,5,33,13.11453,,,0.01173,21.70985327,,
41:39.0,5.958561,intervention,4.958561,decay,0.9585609,0.04,39.24,4,32,15.14153,,,0.001966,18.34099323,,
41:39.0,5.960527,intervention,4.960527,decay,0.9605274,0.03,38.51,3,31,15.14153,,,0.048201,3.334611291,,
41:39.0,6.008728,intervention,5.008728,sustain low,0.008728027,0,36.3,0,30,15.14153,,,0.002689,18.75253514,,
41:39.0,6.011417,intervention,5.011417,sustain low,0.01141739,0,36.3,0,30,15.14153,,,0.001789,18.23731279,,
41:39.0,6.013206,intervention,5.013206,sustain low,0.01320648,0,36.3,0,30,15.14153,,,0.011624,21.70310545,,
41:39.0,6.02483,intervention,5.02483,sustain low,0.02482986,0,36.3,0,30,14.66179,,,0.001934,18.3223314,,
41:39.0,6.026764,intervention,5.026764,sustain low,0.02676392,0,36.3,0,30,14.66179,,,0.050735,2.528085811,,
41:39.1,6.077499,intervention,5.077499,sustain low,0.07749939,0,36.3,0,30,14.66179,,,0.002514,18.65473898,,
41:39.1,6.080013,intervention,5.080013,sustain low,0.08001328,0,36.3,0,30,14.66179,,,0.001925,18.31707615,,
41:39.1,6.081938,intervention,5.081938,sustain low,0.08193779,0,36.3,0,30,14.66179,,,0.00184,18.26730082,,
41:39.1,6.083778,intervention,5.083778,sustain low,0.08377838,0,36.3,0,30,14.66179,,,0.011828,21.71544919,,
41:39.1,6.095606,intervention,5.095606,sustain low,0.09560585,0,36.3,0,30,14.53136,,,0.00194,18.32583329,,
41:39.1,6.097546,intervention,5.097546,sustain low,0.09754562,0,36.3,0,30,14.53136,,,0.048042,3.390897414,,
41:39.2,6.145588,intervention,5.145588,sustain low,0.1455879,0,36.3,0,30,14.53136,,,0.002579,18.69120198,,
41:39.2,6.148167,intervention,5.148167,sustain low,0.1481667,0,36.3,0,30,14.53136,,,0.001848,18.2719965,,
41:39.2,6.150015,intervention,5.150015,sustain low,0.1500149,0,36.3,0,30,14.53136,,,0.011776,21.71255685,,
41:39.2,6.161791,intervention,5.161791,sustain low,0.1617908,0,36.3,0,30,14.68828,,,0.001913,18.31006464,,
41:39.2,6.163704,intervention,5.163704,sustain low,0.1637039,0,36.3,0,30,14.68828,,,0.0478,3.477893325,,
41:39.2,6.211504,intervention,5.211504,sustain low,0.211504,0,36.3,0,30,14.68828,,,0.002577,18.69008248,,
41:39.2,6.214081,intervention,5.214081,sustain low,0.2140808,0,36.3,0,30,14.68828,,,0.001917,18.31240238,,
41:39.2,6.215998,intervention,5.215998,sustain low,0.2159977,0,36.3,0,30,14.68828,,,0.011989,21.72330083,,
41:39.2,6.227987,intervention,5.227987,sustain low,0.2279873,0,36.3,0,30,15.15921,,,0.00195,18.33166691,,
41:39.3,6.229937,intervention,5.229937,sustain low,0.2299366,0,36.3,0,30,15.15921,,,0.050228,2.676175314,,
41:39.3,6.280165,intervention,5.280165,sustain low,0.2801647,0,36.3,0,30,15.15921,,,0.002374,18.57565324,,
41:39.3,6.282539,intervention,5.282539,sustain low,0.2825394,0,36.3,0,30,15.15921,,,0.001849,18.2725833,,
41:39.3,6.284388,intervention,5.284388,sustain low,0.2843876,0,36.3,0,30,15.15921,,,0.001838,18.26612655,,
41:39.3,6.286226,intervention,5.286226,sustain low,0.2862263,0,36.3,0,30,15.15921,,,0.011729,21.70979299,,
41:39.3,6.297955,intervention,5.297955,sustain low,0.2979546,0,36.3,0,30,14.56051,,,0.001878,18.28958508,,
41:39.3,6.299833,intervention,5.299833,sustain low,0.2998333,0,36.3,0,30,14.56051,,,0.047577,3.559485644,,
41:39.4,6.34741,intervention,5.34741,sustain low,0.3474102,0,36.3,0,30,14.56051,,,0.004418,19.65047975,,
41:39.4,6.351828,intervention,5.351828,sustain low,0.3518276,0,36.3,0,30,14.56051,,,0.001873,18.28665586,,
