,Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,Model,FOV,Saturation,Quality Level,Resolution,FPS target,FPS real
,28/01/2019 17:13:49.648,0.004925728,adaptation,0.004925728,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,81.12866
,28/01/2019 17:13:49.651,0.008573532,adaptation,0.008573532,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,81.12866
,28/01/2019 17:13:49.655,0.01287365,adaptation,0.01287365,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,81.12866
,28/01/2019 17:13:49.660,0.01786518,adaptation,0.01786518,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,70.27456
,28/01/2019 17:13:49.671,0.02936935,adaptation,0.02936935,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,117.6554
,28/01/2019 17:13:49.686,0.04435349,adaptation,0.04435349,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,95.88279
,28/01/2019 17:13:49.693,0.05138779,adaptation,0.05138779,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,95.88279
,28/01/2019 17:13:49.704,0.06229591,adaptation,0.06229591,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,86.12523
,28/01/2019 17:13:49.709,0.06741714,adaptation,0.06741714,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,91.87039
,28/01/2019 17:13:49.720,0.07822418,adaptation,0.07822418,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.8626
,28/01/2019 17:13:49.727,0.08462715,adaptation,0.08462715,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.8626
,28/01/2019 17:13:49.743,0.1006775,adaptation,0.1006775,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.54796
,28/01/2019 17:13:49.750,0.1070557,adaptation,0.1070557,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.54796
,28/01/2019 17:13:49.766,0.12358,adaptation,0.12358,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,86.57334
,28/01/2019 17:13:49.772,0.1293907,adaptation,0.1293907,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,86.57334
,28/01/2019 17:13:49.788,0.1452589,adaptation,0.1452589,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,90.49692
,28/01/2019 17:13:49.794,0.1515799,adaptation,0.1515799,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,90.49692
,28/01/2019 17:13:49.806,0.1630659,adaptation,0.1630659,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.91027
,28/01/2019 17:13:49.811,0.1679859,adaptation,0.1679859,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.25166
,28/01/2019 17:13:49.822,0.1794786,adaptation,0.1794786,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,92.11156
,28/01/2019 17:13:49.828,0.1851349,adaptation,0.1851349,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,92.11156
,28/01/2019 17:13:49.844,0.201376,adaptation,0.201376,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,88.728
,28/01/2019 17:13:49.850,0.2075129,adaptation,0.2075129,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,88.728
,28/01/2019 17:13:49.866,0.2232504,adaptation,0.2232504,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,90.06331
,28/01/2019 17:13:49.873,0.2299423,adaptation,0.2299423,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,90.06331
,28/01/2019 17:13:49.890,0.2475863,adaptation,0.2475863,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,91.22007
,28/01/2019 17:13:49.895,0.2522326,adaptation,0.2522326,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,91.22007
,28/01/2019 17:13:49.901,0.2586575,adaptation,0.2586575,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.9608
,28/01/2019 17:13:49.906,0.2633429,adaptation,0.2633429,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.9608
,28/01/2019 17:13:49.923,0.2801247,adaptation,0.2801247,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,83.28683
,28/01/2019 17:13:49.928,0.2856865,adaptation,0.2856865,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,83.28683
,28/01/2019 17:13:49.944,0.3018312,adaptation,0.3018312,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,86.25523
,28/01/2019 17:13:49.951,0.3082113,adaptation,0.3082113,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,86.25523
,28/01/2019 17:13:49.967,0.3241138,adaptation,0.3241138,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,88.41186
,28/01/2019 17:13:49.973,0.3303633,adaptation,0.3303633,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,88.41186
,28/01/2019 17:13:49.989,0.3462534,adaptation,0.3462534,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.54154
,28/01/2019 17:13:49.995,0.3527298,adaptation,0.3527298,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.54154
,28/01/2019 17:13:50.000,0.3575974,adaptation,0.3575974,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.28811
,28/01/2019 17:13:50.007,0.3638783,adaptation,0.3638783,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.28811
,28/01/2019 17:13:50.023,0.3804388,adaptation,0.3804388,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,88.9118
,28/01/2019 17:13:50.029,0.3865566,adaptation,0.3865566,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,88.9118
,28/01/2019 17:13:50.045,0.4028263,adaptation,0.4028263,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.72469
,28/01/2019 17:13:50.052,0.4091196,adaptation,0.4091196,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.72469
,28/01/2019 17:13:50.068,0.4253712,adaptation,0.4253712,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.4187
,28/01/2019 17:13:50.075,0.4319944,adaptation,0.4319944,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.4187
,28/01/2019 17:13:50.086,0.4431772,adaptation,0.4431772,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.80556
,28/01/2019 17:13:50.091,0.4485035,adaptation,0.4485035,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,89.23631
,28/01/2019 17:13:50.102,0.4592695,adaptation,0.4592695,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.77936
,28/01/2019 17:13:50.109,0.4666109,adaptation,0.4666109,none,0,1,5,110,100,Q1,1920 x 1080 @ 60Hz,90,87.77936
