Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,FOV
22/01/2019 15:21:10.385,13.34323,intervention,12.34323,decay,0.3432274,0.6567726,84.70414
22/01/2019 15:21:10.401,13.35898,intervention,12.35898,decay,0.3589764,0.6410236,83.54344
22/01/2019 15:21:10.404,13.36175,intervention,12.36175,decay,0.3617496,0.6382504,83.33905
22/01/2019 15:21:10.418,13.37596,intervention,12.37596,decay,0.3759556,0.6240444,82.29208
22/01/2019 15:21:10.421,13.37866,intervention,12.37866,decay,0.3786602,0.6213398,82.09274
22/01/2019 15:21:10.435,13.39302,intervention,12.39302,decay,0.3930168,0.6069832,81.03466
22/01/2019 15:21:10.451,13.40897,intervention,12.40897,decay,0.408968,0.591032,79.85906
22/01/2019 15:21:10.454,13.41176,intervention,12.41176,decay,0.4117565,0.5882435,79.65355
22/01/2019 15:21:10.468,13.4255,intervention,12.4255,decay,0.4255009,0.5744991,78.64059
22/01/2019 15:21:10.483,13.44092,intervention,12.44092,decay,0.4409218,0.5590782,77.50407
22/01/2019 15:21:10.486,13.44367,intervention,12.44367,decay,0.4436741,0.5563259,77.30122
22/01/2019 15:21:10.500,13.45808,intervention,12.45808,decay,0.4580784,0.5419216,76.23962
22/01/2019 15:21:10.503,13.46097,intervention,12.46097,decay,0.4609718,0.5390282,76.02637
22/01/2019 15:21:10.518,13.47562,intervention,12.47562,decay,0.4756203,0.5243797,74.94678
22/01/2019 15:21:10.534,13.49138,intervention,12.49138,decay,0.4913807,0.5086193,73.78525
22/01/2019 15:21:10.536,13.49412,intervention,12.49412,decay,0.4941216,0.5058784,73.58324
22/01/2019 15:21:10.550,13.50787,intervention,12.50787,decay,0.5078678,0.4921322,72.57014
22/01/2019 15:21:10.553,13.51064,intervention,12.51064,decay,0.510643,0.489357,72.36562
22/01/2019 15:21:10.568,13.5258,intervention,12.5258,decay,0.5258007,0.4741993,71.24849
22/01/2019 15:21:10.583,13.54039,intervention,12.54039,decay,0.5403919,0.4596081,70.17312
22/01/2019 15:21:10.585,13.54312,intervention,12.54312,decay,0.5431194,0.4568806,69.9721
22/01/2019 15:21:10.600,13.55807,intervention,12.55807,decay,0.5580654,0.4419346,68.87058
22/01/2019 15:21:10.603,13.561,intervention,12.561,decay,0.5610008,0.4389992,68.65424
22/01/2019 15:21:10.617,13.57478,intervention,12.57478,decay,0.5747814,0.4252186,67.63861
22/01/2019 15:21:10.633,13.59051,intervention,12.59051,decay,0.5905132,0.4094868,66.47918
22/01/2019 15:21:10.635,13.59319,intervention,12.59319,decay,0.5931854,0.4068146,66.28223
22/01/2019 15:21:10.650,13.60746,intervention,12.60746,decay,0.6074581,0.3925419,65.23034
22/01/2019 15:21:10.652,13.61013,intervention,12.61013,decay,0.6101265,0.3898735,65.03368
22/01/2019 15:21:10.667,13.62465,intervention,12.62465,decay,0.6246548,0.3753452,63.96294
22/01/2019 15:21:10.686,13.64051,intervention,12.64051,decay,0.6405087,0.3594913,62.79451
22/01/2019 15:21:10.689,13.64625,intervention,12.64625,decay,0.6462517,0.3537483,62.37125
22/01/2019 15:21:10.700,13.65721,intervention,12.65721,decay,0.6572075,0.3427925,61.56381
22/01/2019 15:21:10.702,13.65987,intervention,12.65987,decay,0.6598701,0.3401299,61.36757
22/01/2019 15:21:10.717,13.67472,intervention,12.67472,decay,0.674715,0.325285,60.2735
22/01/2019 15:21:10.732,13.68962,intervention,12.68962,decay,0.6896191,0.3103809,59.17508
22/01/2019 15:21:10.735,13.69243,intervention,12.69243,decay,0.6924267,0.3075733,58.96815
22/01/2019 15:21:10.750,13.70722,intervention,12.70722,decay,0.7072201,0.2927799,57.87788
22/01/2019 15:21:10.752,13.71005,intervention,12.71005,decay,0.7100506,0.2899494,57.66927
22/01/2019 15:21:10.767,13.72497,intervention,12.72497,decay,0.7249737,0.2750263,56.56944
22/01/2019 15:21:10.782,13.73949,intervention,12.73949,decay,0.7394905,0.2605095,55.49955
22/01/2019 15:21:10.785,13.74222,intervention,12.74222,decay,0.7422237,0.2577763,55.29811
22/01/2019 15:21:10.800,13.7567,intervention,12.7567,decay,0.7566967,0.2433033,54.23146
22/01/2019 15:21:10.802,13.75983,intervention,12.75983,decay,0.7598324,0.2401676,54.00035
22/01/2019 15:21:10.816,13.7738,intervention,12.7738,decay,0.773798,0.226202,52.97109
22/01/2019 15:21:10.832,13.7896,intervention,12.7896,decay,0.7896042,0.2103958,51.80618
22/01/2019 15:21:10.835,13.79243,intervention,12.79243,decay,0.7924347,0.2075653,51.59756
22/01/2019 15:21:10.849,13.8064,intervention,12.8064,decay,0.8063965,0.1936035,50.56858
22/01/2019 15:21:10.852,13.80929,intervention,12.80929,decay,0.8092918,0.1907082,50.35519
22/01/2019 15:21:10.865,13.82381,intervention,12.82381,decay,0.8238087,0.1761913,49.28531
22/01/2019 15:21:10.881,13.83966,intervention,12.83966,decay,0.8396626,0.1603374,48.11687
22/01/2019 15:21:10.884,13.8424,intervention,12.8424,decay,0.8423996,0.1576004,47.91515
22/01/2019 15:21:10.899,13.85604,intervention,12.85604,decay,0.856041,0.143959,46.90978
22/01/2019 15:21:10.900,13.85896,intervention,12.85896,decay,0.8589649,0.1410351,46.69429
22/01/2019 15:21:10.915,13.87384,intervention,12.87384,decay,0.8738365,0.1261635,45.59825
22/01/2019 15:21:10.930,13.88872,intervention,12.88872,decay,0.8887157,0.1112843,44.50165
22/01/2019 15:21:10.933,13.89141,intervention,12.89141,decay,0.8914089,0.1085911,44.30317
22/01/2019 15:21:10.948,13.90631,intervention,12.90631,decay,0.9063148,0.09368515,43.2046
22/01/2019 15:21:10.951,13.90946,intervention,12.90946,decay,0.9094563,0.09054375,42.97308
22/01/2019 15:21:10.965,13.92331,intervention,12.92331,decay,0.9233131,0.07668686,41.95182
22/01/2019 15:21:10.980,13.93851,intervention,12.93851,decay,0.9385109,0.06148911,40.83175
22/01/2019 15:21:10.983,13.94129,intervention,12.94129,decay,0.9412918,0.05870819,40.6268
22/01/2019 15:21:10.997,13.95575,intervention,12.95575,decay,0.9557457,0.0442543,39.56155
22/01/2019 15:21:11.013,13.97112,intervention,12.97112,decay,0.9711246,0.02887535,38.42812
22/01/2019 15:21:11.015,13.97389,intervention,12.97389,decay,0.9738941,0.02610588,38.22401
22/01/2019 15:21:11.030,13.9883,intervention,12.9883,decay,0.9882984,0.01170158,37.16241
22/01/2019 15:21:11.032,13.99097,intervention,12.99097,decay,0.9909725,0.009027481,36.96533
22/01/2019 15:21:11.047,14.00539,intervention,13.00539,sustain low,0.00538826,0,36.3
22/01/2019 15:21:11.063,14.02109,intervention,13.02109,sustain low,0.02108955,0,36.3
22/01/2019 15:21:11.065,14.0239,intervention,13.0239,sustain low,0.02389908,0,36.3
22/01/2019 15:21:11.080,14.03814,intervention,13.03814,sustain low,0.03814125,0,36.3
22/01/2019 15:21:11.083,14.04089,intervention,13.04089,sustain low,0.04089355,0,36.3
22/01/2019 15:21:11.098,14.05599,intervention,13.05599,sustain low,0.05599403,0,36.3
22/01/2019 15:21:11.113,14.07058,intervention,13.07058,sustain low,0.07058334,0,36.3
22/01/2019 15:21:11.115,14.07331,intervention,13.07331,sustain low,0.07331276,0,36.3
22/01/2019 15:21:11.130,14.08833,intervention,13.08833,sustain low,0.08832741,0,36.3
22/01/2019 15:21:11.133,14.09096,intervention,13.09096,sustain low,0.09096146,0,36.3
22/01/2019 15:21:11.148,14.10587,intervention,13.10587,sustain low,0.1058655,0,36.3
22/01/2019 15:21:11.163,14.12051,intervention,13.12051,sustain low,0.1205082,0,36.3
22/01/2019 15:21:11.165,14.12314,intervention,13.12314,sustain low,0.1231422,0,36.3
22/01/2019 15:21:11.180,14.13746,intervention,13.13746,sustain low,0.1374607,0,36.3
22/01/2019 15:21:11.182,14.14037,intervention,13.14037,sustain low,0.1403675,0,36.3
22/01/2019 15:21:11.197,14.15478,intervention,13.15478,sustain low,0.1547794,0,36.3
22/01/2019 15:21:11.213,14.17071,intervention,13.17071,sustain low,0.1707077,0,36.3
22/01/2019 15:21:11.216,14.17349,intervention,13.17349,sustain low,0.1734905,0,36.3
22/01/2019 15:21:11.229,14.18725,intervention,13.18725,sustain low,0.1872463,0,36.3
22/01/2019 15:21:11.232,14.19007,intervention,13.19007,sustain low,0.1900654,0,36.3
22/01/2019 15:21:11.247,14.20446,intervention,13.20446,sustain low,0.2044563,0,36.3
22/01/2019 15:21:11.262,14.21983,intervention,13.21983,sustain low,0.2198257,0,36.3
22/01/2019 15:21:11.265,14.22254,intervention,13.22254,sustain low,0.2225361,0,36.3
22/01/2019 15:21:11.280,14.23746,intervention,13.23746,sustain low,0.2374611,0,36.3
22/01/2019 15:21:11.282,14.24013,intervention,13.24013,sustain low,0.2401314,0,36.3
22/01/2019 15:21:11.297,14.25504,intervention,13.25504,sustain low,0.2550392,0,36.3
22/01/2019 15:21:11.312,14.26967,intervention,13.26967,sustain low,0.2696743,0,36.3
22/01/2019 15:21:11.315,14.27251,intervention,13.27251,sustain low,0.2725067,0,36.3
22/01/2019 15:21:11.330,14.28737,intervention,13.28737,sustain low,0.2873707,0,36.3
22/01/2019 15:21:11.332,14.29012,intervention,13.29012,sustain low,0.2901211,0,36.3
22/01/2019 15:21:11.346,14.30386,intervention,13.30386,sustain low,0.3038616,0,36.3
22/01/2019 15:21:11.362,14.31983,intervention,13.31983,sustain low,0.3198261,0,36.3
22/01/2019 15:21:11.365,14.32251,intervention,13.32251,sustain low,0.322506,0,36.3
22/01/2019 15:21:11.379,14.33656,intervention,13.33656,sustain low,0.3365574,0,36.3
22/01/2019 15:21:11.381,14.3392,intervention,13.3392,sustain low,0.3391953,0,36.3
22/01/2019 15:21:11.396,14.3538,intervention,13.3538,sustain low,0.353796,0,36.3
22/01/2019 15:21:11.412,14.36976,intervention,13.36976,sustain low,0.3697586,0,36.3
22/01/2019 15:21:11.415,14.37253,intervention,13.37253,sustain low,0.3725262,0,36.3
22/01/2019 15:21:11.429,14.3864,intervention,13.3864,sustain low,0.3863983,0,36.3
22/01/2019 15:21:11.432,14.38942,intervention,13.38942,sustain low,0.3894176,0,36.3
22/01/2019 15:21:11.446,14.4039,intervention,13.4039,sustain low,0.4038963,0,36.3
22/01/2019 15:21:11.461,14.41881,intervention,13.41881,sustain low,0.418808,0,36.3
22/01/2019 15:21:11.464,14.42156,intervention,13.42156,sustain low,0.4215584,0,36.3
22/01/2019 15:21:11.479,14.4365,intervention,13.4365,sustain low,0.4365025,0,36.3
22/01/2019 15:21:11.481,14.43935,intervention,13.43935,sustain low,0.4393539,0,36.3
22/01/2019 15:21:11.496,14.45317,intervention,13.45317,sustain low,0.453167,0,36.3
22/01/2019 15:21:11.511,14.46872,intervention,13.46872,sustain low,0.4687195,0,36.3
22/01/2019 15:21:11.514,14.47141,intervention,13.47141,sustain low,0.4714088,0,36.3
22/01/2019 15:21:11.529,14.48644,intervention,13.48644,sustain low,0.4864388,0,36.3
22/01/2019 15:21:11.532,14.48929,intervention,13.48929,sustain low,0.4892941,0,36.3
22/01/2019 15:21:11.545,14.50303,intervention,13.50303,sustain low,0.5030308,0,36.3
22/01/2019 15:21:11.561,14.51892,intervention,13.51892,sustain low,0.5189247,0,36.3
22/01/2019 15:21:11.564,14.52175,intervention,13.52175,sustain low,0.5217495,0,36.3
22/01/2019 15:21:11.578,14.53544,intervention,13.53544,sustain low,0.5354443,0,36.3
22/01/2019 15:21:11.594,14.55134,intervention,13.55134,sustain low,0.551342,0,36.3
22/01/2019 15:21:11.596,14.5541,intervention,13.5541,sustain low,0.5540981,0,36.3
22/01/2019 15:21:11.611,14.56899,intervention,13.56899,sustain low,0.5689926,0,36.3
22/01/2019 15:21:11.614,14.57171,intervention,13.57171,sustain low,0.5717068,0,36.3
22/01/2019 15:21:11.628,14.58542,intervention,13.58542,sustain low,0.5854225,0,36.3
22/01/2019 15:21:11.644,14.60132,intervention,13.60132,sustain low,0.6013184,0,36.3
22/01/2019 15:21:11.646,14.60406,intervention,13.60406,sustain low,0.6040611,0,36.3
22/01/2019 15:21:11.660,14.61781,intervention,13.61781,sustain low,0.6178055,0,36.3
22/01/2019 15:21:11.663,14.62058,intervention,13.62058,sustain low,0.6205788,0,36.3
22/01/2019 15:21:11.678,14.63506,intervention,13.63506,sustain low,0.6350594,0,36.3
22/01/2019 15:21:11.693,14.65041,intervention,13.65041,sustain low,0.6504059,0,36.3
22/01/2019 15:21:11.695,14.65309,intervention,13.65309,sustain low,0.6530914,0,36.3
22/01/2019 15:21:11.711,14.66813,intervention,13.66813,sustain low,0.6681328,0,36.3
22/01/2019 15:21:11.713,14.67099,intervention,13.67099,sustain low,0.6709881,0,36.3
22/01/2019 15:21:11.727,14.6848,intervention,13.6848,sustain low,0.6847954,0,36.3
22/01/2019 15:21:11.743,14.70046,intervention,13.70046,sustain low,0.7004566,0,36.3
22/01/2019 15:21:11.745,14.70316,intervention,13.70316,sustain low,0.7031612,0,36.3
22/01/2019 15:21:11.761,14.71811,intervention,13.71811,sustain low,0.7181149,0,36.3
22/01/2019 15:21:11.764,14.72139,intervention,13.72139,sustain low,0.7213898,0,36.3
22/01/2019 15:21:11.777,14.73464,intervention,13.73464,sustain low,0.7346382,0,36.3
22/01/2019 15:21:11.793,14.75047,intervention,13.75047,sustain low,0.7504654,0,36.3
22/01/2019 15:21:11.796,14.75327,intervention,13.75327,sustain low,0.7532711,0,36.3
22/01/2019 15:21:11.809,14.76706,intervention,13.76706,sustain low,0.7670574,0,36.3
22/01/2019 15:21:11.812,14.76978,intervention,13.76978,sustain low,0.7697773,0,36.3
22/01/2019 15:21:11.827,14.78467,intervention,13.78467,sustain low,0.7846718,0,36.3
22/01/2019 15:21:11.842,14.7997,intervention,13.7997,sustain low,0.799696,0,36.3
22/01/2019 15:21:11.845,14.80242,intervention,13.80242,sustain low,0.8024235,0,36.3
22/01/2019 15:21:11.860,14.81724,intervention,13.81724,sustain low,0.8172379,0,36.3
22/01/2019 15:21:11.862,14.82001,intervention,13.82001,sustain low,0.820015,0,36.3
22/01/2019 15:21:11.877,14.83405,intervention,13.83405,sustain low,0.8340511,0,36.3
22/01/2019 15:21:11.892,14.84968,intervention,13.84968,sustain low,0.849678,0,36.3
22/01/2019 15:21:11.895,14.85265,intervention,13.85265,sustain low,0.8526459,0,36.3
22/01/2019 15:21:11.909,14.86662,intervention,13.86662,sustain low,0.866621,0,36.3
22/01/2019 15:21:11.912,14.86952,intervention,13.86952,sustain low,0.8695164,0,36.3
22/01/2019 15:21:11.926,14.88384,intervention,13.88384,sustain low,0.8838444,0,36.3
22/01/2019 15:21:11.942,14.89965,intervention,13.89965,sustain low,0.8996506,0,36.3
22/01/2019 15:21:11.945,14.9026,intervention,13.9026,sustain low,0.9026012,0,36.3
22/01/2019 15:21:11.959,14.9163,intervention,13.9163,sustain low,0.9162998,0,36.3
22/01/2019 15:21:11.961,14.91905,intervention,13.91905,sustain low,0.9190502,0,36.3
22/01/2019 15:21:11.976,14.93369,intervention,13.93369,sustain low,0.9336853,0,36.3
22/01/2019 15:21:11.992,14.94956,intervention,13.94956,sustain low,0.9495602,0,36.3
22/01/2019 15:21:11.995,14.95243,intervention,13.95243,sustain low,0.9524326,0,36.3
22/01/2019 15:21:12.008,14.96618,intervention,13.96618,sustain low,0.9661789,0,36.3
22/01/2019 15:21:12.011,14.96918,intervention,13.96918,sustain low,0.9691811,0,36.3
22/01/2019 15:21:12.025,14.98387,intervention,13.98387,sustain low,0.9838734,0,36.3
22/01/2019 15:21:12.040,14.99862,intervention,13.99862,sustain low,0.998621,0,36.3
22/01/2019 15:21:12.048,15.00148,intervention,14.00148,attack,0.001480103,0.001480103,36.40909
22/01/2019 15:21:12.061,15.01894,intervention,14.01894,attack,0.01894379,0.01894379,37.69616
22/01/2019 15:21:12.063,15.02188,intervention,14.02188,attack,0.02187538,0.02187538,37.91222
22/01/2019 15:21:12.077,15.03533,intervention,14.03533,attack,0.03532791,0.03532791,38.90367
22/01/2019 15:21:12.093,15.0512,intervention,14.0512,attack,0.05119705,0.05119705,40.07323
22/01/2019 15:21:12.095,15.05404,intervention,14.05404,attack,0.05404282,0.05404282,40.28296
22/01/2019 15:21:12.110,15.06802,intervention,14.06802,attack,0.06801987,0.06801987,41.31307
22/01/2019 15:21:12.112,15.07075,intervention,14.07075,attack,0.0707531,0.0707531,41.51451
22/01/2019 15:21:12.128,15.08575,intervention,14.08575,attack,0.08575249,0.08575249,42.61996
22/01/2019 15:21:12.143,15.10055,intervention,14.10055,attack,0.1005497,0.1005497,43.71051
22/01/2019 15:21:12.145,15.10324,intervention,14.10324,attack,0.1032448,0.1032448,43.90914
22/01/2019 15:21:12.160,15.11825,intervention,14.11825,attack,0.1182461,0.1182461,45.01474
22/01/2019 15:21:12.163,15.12111,intervention,14.12111,attack,0.1211128,0.1211128,45.22602
22/01/2019 15:21:12.177,15.13501,intervention,14.13501,attack,0.1350079,0.1350079,46.25008
22/01/2019 15:21:12.192,15.1503,intervention,14.1503,attack,0.1502953,0.1502953,47.37676
22/01/2019 15:21:12.195,15.15302,intervention,14.15302,attack,0.1530247,0.1530247,47.57792
22/01/2019 15:21:12.210,15.1676,intervention,14.1676,attack,0.1676044,0.1676044,48.65245
22/01/2019 15:21:12.213,15.17051,intervention,14.17051,attack,0.1705112,0.1705112,48.86668
22/01/2019 15:21:12.227,15.18464,intervention,14.18464,attack,0.1846409,0.1846409,49.90804
22/01/2019 15:21:12.242,15.20015,intervention,14.20015,attack,0.2001534,0.2001534,51.0513
22/01/2019 15:21:12.245,15.20288,intervention,14.20288,attack,0.2028828,0.2028828,51.25246
22/01/2019 15:21:12.260,15.21732,intervention,14.21732,attack,0.2173233,0.2173233,52.31673
22/01/2019 15:21:12.262,15.22009,intervention,14.22009,attack,0.2200871,0.2200871,52.52042
22/01/2019 15:21:12.276,15.23456,intervention,14.23456,attack,0.2345562,0.2345562,53.5868
22/01/2019 15:21:12.292,15.25012,intervention,14.25012,attack,0.2501163,0.2501163,54.73358
22/01/2019 15:21:12.294,15.2528,intervention,14.2528,attack,0.2527962,0.2527962,54.93108
22/01/2019 15:21:12.309,15.26769,intervention,14.26769,attack,0.2676888,0.2676888,56.02866
22/01/2019 15:21:12.312,15.27052,intervention,14.27052,attack,0.2705154,0.2705154,56.23699
22/01/2019 15:21:12.327,15.28476,intervention,14.28476,attack,0.2847557,0.2847557,57.2865
22/01/2019 15:21:12.342,15.29974,intervention,14.29974,attack,0.2997398,0.2997398,58.39083
22/01/2019 15:21:12.345,15.30259,intervention,14.30259,attack,0.3025875,0.3025875,58.6007
22/01/2019 15:21:12.359,15.3169,intervention,14.3169,attack,0.3168964,0.3168964,59.65527
22/01/2019 15:21:12.362,15.31984,intervention,14.31984,attack,0.3198395,0.3198395,59.87217
22/01/2019 15:21:12.376,15.33458,intervention,14.33458,attack,0.3345814,0.3345814,60.95865
22/01/2019 15:21:12.391,15.34928,intervention,14.34928,attack,0.3492813,0.3492813,62.04203
22/01/2019 15:21:12.393,15.35193,intervention,14.35193,attack,0.3519325,0.3519325,62.23743
22/01/2019 15:21:12.409,15.36704,intervention,14.36704,attack,0.3670444,0.3670444,63.35118
22/01/2019 15:21:12.411,15.36991,intervention,14.36991,attack,0.3699093,0.3699093,63.56232
22/01/2019 15:21:12.425,15.38368,intervention,14.38368,attack,0.3836823,0.3836823,64.57738
22/01/2019 15:21:12.441,15.39948,intervention,14.39948,attack,0.3994846,0.3994846,65.74202
22/01/2019 15:21:12.444,15.40227,intervention,14.40227,attack,0.4022732,0.4022732,65.94753
22/01/2019 15:21:12.459,15.41705,intervention,14.41705,attack,0.4170494,0.4170494,67.03654
22/01/2019 15:21:12.461,15.41995,intervention,14.41995,attack,0.4199467,0.4199467,67.25007
22/01/2019 15:21:12.475,15.43344,intervention,14.43344,attack,0.433445,0.433445,68.2449
22/01/2019 15:21:12.491,15.44947,intervention,14.44947,attack,0.4494743,0.4494743,69.42626
22/01/2019 15:21:12.494,15.45221,intervention,14.45221,attack,0.4522057,0.4522057,69.62756
22/01/2019 15:21:12.508,15.46603,intervention,14.46603,attack,0.4660263,0.4660263,70.64614
22/01/2019 15:21:12.510,15.46879,intervention,14.46879,attack,0.4687881,0.4687881,70.84969
22/01/2019 15:21:12.525,15.4833,intervention,14.4833,attack,0.483305,0.483305,71.91958
22/01/2019 15:21:12.541,15.49914,intervention,14.49914,attack,0.499136,0.499136,73.08632
22/01/2019 15:21:12.544,15.50189,intervention,14.50189,attack,0.5018921,0.5018921,73.28945
22/01/2019 15:21:12.558,15.51592,intervention,14.51592,attack,0.5159206,0.5159206,74.32335
22/01/2019 15:21:12.561,15.51894,intervention,14.51894,attack,0.5189438,0.5189438,74.54616
22/01/2019 15:21:12.574,15.53289,intervention,14.53289,attack,0.5328884,0.5328884,75.57388
22/01/2019 15:21:12.590,15.54875,intervention,14.54875,attack,0.5487461,0.5487461,76.74259
22/01/2019 15:21:12.593,15.55167,intervention,14.55167,attack,0.551672,0.551672,76.95823
22/01/2019 15:21:12.607,15.56554,intervention,14.56554,attack,0.5655403,0.5655403,77.98032
22/01/2019 15:21:12.623,15.58115,intervention,14.58115,attack,0.5811481,0.5811481,79.13062
22/01/2019 15:21:12.625,15.58398,intervention,14.58398,attack,0.5839844,0.5839844,79.33965
22/01/2019 15:21:12.640,15.59866,intervention,14.59866,attack,0.5986557,0.5986557,80.42093
22/01/2019 15:21:12.643,15.60176,intervention,14.60176,attack,0.6017551,0.6017551,80.64935
22/01/2019 15:21:12.657,15.6153,intervention,14.6153,attack,0.615303,0.615303,81.64783
22/01/2019 15:21:12.673,15.63111,intervention,14.63111,attack,0.631115,0.631115,82.81317
22/01/2019 15:21:12.675,15.63387,intervention,14.63387,attack,0.6338692,0.6338692,83.01616
22/01/2019 15:21:12.689,15.64783,intervention,14.64783,attack,0.6478291,0.6478291,84.04501
22/01/2019 15:21:12.692,15.65067,intervention,14.65067,attack,0.6506691,0.6506691,84.25431
22/01/2019 15:21:12.707,15.66534,intervention,14.66534,attack,0.6653404,0.6653404,85.33559
22/01/2019 15:21:12.722,15.68043,intervention,14.68043,attack,0.6804314,0.6804314,86.44779
22/01/2019 15:21:12.725,15.68312,intervention,14.68312,attack,0.683115,0.683115,86.64558
22/01/2019 15:21:12.740,15.69781,intervention,14.69781,attack,0.6978092,0.6978092,87.72854
22/01/2019 15:21:12.742,15.70077,intervention,14.70077,attack,0.7007675,0.7007675,87.94656
22/01/2019 15:21:12.757,15.71537,intervention,14.71537,attack,0.7153721,0.7153721,89.02293
22/01/2019 15:21:12.772,15.73022,intervention,14.73022,attack,0.7302189,0.7302189,90.11713
22/01/2019 15:21:12.775,15.73307,intervention,14.73307,attack,0.7330685,0.7330685,90.32715
22/01/2019 15:21:12.790,15.74742,intervention,14.74742,attack,0.7474232,0.7474232,91.38509
22/01/2019 15:21:12.792,15.7502,intervention,14.7502,attack,0.7501965,0.7501965,91.58948
22/01/2019 15:21:12.807,15.76504,intervention,14.76504,attack,0.7650414,0.7650414,92.68355
22/01/2019 15:21:12.822,15.77981,intervention,14.77981,attack,0.77981,0.77981,93.772
22/01/2019 15:21:12.825,15.78264,intervention,14.78264,attack,0.7826424,0.7826424,93.98074
22/01/2019 15:21:12.840,15.79734,intervention,14.79734,attack,0.7973366,0.7973366,95.06371
22/01/2019 15:21:12.842,15.80053,intervention,14.80053,attack,0.8005314,0.8005314,95.29916
22/01/2019 15:21:12.857,15.81451,intervention,14.81451,attack,0.8145084,0.8145084,96.32927
22/01/2019 15:21:12.872,15.83033,intervention,14.83033,attack,0.8303261,0.8303261,97.49503
22/01/2019 15:21:12.875,15.83315,intervention,14.83315,attack,0.833147,0.833147,97.70293
22/01/2019 15:21:12.888,15.84689,intervention,14.84689,attack,0.8468876,0.8468876,98.71561
22/01/2019 15:21:12.891,15.8497,intervention,14.8497,attack,0.8497047,0.8497047,98.92324
22/01/2019 15:21:12.906,15.86405,intervention,14.86405,attack,0.8640461,0.8640461,99.98019
22/01/2019 15:21:12.921,15.87959,intervention,14.87959,attack,0.8795929,0.8795929,101.126
22/01/2019 15:21:12.924,15.88242,intervention,14.88242,attack,0.8824158,0.8824158,101.334
22/01/2019 15:21:12.939,15.8971,intervention,14.8971,attack,0.8971024,0.8971024,102.4164
22/01/2019 15:21:12.941,15.90004,intervention,14.90004,attack,0.9000397,0.9000397,102.6329
22/01/2019 15:21:12.955,15.91383,intervention,14.91383,attack,0.9138298,0.9138298,103.6493
22/01/2019 15:21:12.971,15.92953,intervention,14.92953,attack,0.9295349,0.9295349,104.8067
22/01/2019 15:21:12.974,15.93224,intervention,14.93224,attack,0.9322376,0.9322376,105.0059
22/01/2019 15:21:12.988,15.94633,intervention,14.94633,attack,0.9463291,0.9463291,106.0445
22/01/2019 15:21:12.991,15.9491,intervention,14.9491,attack,0.9491043,0.9491043,106.249
22/01/2019 15:21:13.005,15.96367,intervention,14.96367,attack,0.9636688,0.9636688,107.3224
22/01/2019 15:21:13.021,15.97905,intervention,14.97905,attack,0.9790516,0.9790516,108.4561
22/01/2019 15:21:13.023,15.98198,intervention,14.98198,attack,0.9819794,0.9819794,108.6719
22/01/2019 15:21:13.038,15.99626,intervention,14.99626,attack,0.9962635,0.9962635,109.7246
22/01/2019 15:21:13.042,15.9996,intervention,14.9996,attack,0.9996033,0.9996033,109.9708
22/01/2019 15:21:13.056,16.01387,intervention,15.01387,sustain high,0.01387215,1,110
22/01/2019 15:21:13.070,16.0287,intervention,15.0287,sustain high,0.02869987,1,110
22/01/2019 15:21:13.073,16.0315,intervention,15.0315,sustain high,0.03149986,1,110
22/01/2019 15:21:13.088,16.04624,intervention,15.04624,sustain high,0.04623604,1,110
22/01/2019 15:21:13.091,16.04909,intervention,15.04909,sustain high,0.04908943,1,110
22/01/2019 15:21:13.105,16.06304,intervention,15.06304,sustain high,0.06303787,1,110
22/01/2019 15:21:13.120,16.07854,intervention,15.07854,sustain high,0.07854462,1,110
22/01/2019 15:21:13.123,16.08138,intervention,15.08138,sustain high,0.08138275,1,110
22/01/2019 15:21:13.138,16.09609,intervention,15.09609,sustain high,0.09609222,1,110
22/01/2019 15:21:13.141,16.09902,intervention,15.09902,sustain high,0.09902,1,110
22/01/2019 15:21:13.154,16.11278,intervention,15.11278,sustain high,0.1127777,1,110
22/01/2019 15:21:13.170,16.12861,intervention,15.12861,sustain high,0.1286087,1,110
22/01/2019 15:21:13.173,16.13135,intervention,15.13135,sustain high,0.1313515,1,110
22/01/2019 15:21:13.187,16.14534,intervention,15.14534,sustain high,0.1453362,1,110
22/01/2019 15:21:13.203,16.16099,intervention,15.16099,sustain high,0.1609859,1,110
22/01/2019 15:21:13.205,16.16363,intervention,15.16363,sustain high,0.1636314,1,110
22/01/2019 15:21:13.220,16.17851,intervention,15.17851,sustain high,0.1785126,1,110
22/01/2019 15:21:13.223,16.1813,intervention,15.1813,sustain high,0.181303,1,110
22/01/2019 15:21:13.237,16.19511,intervention,15.19511,sustain high,0.1951122,1,110
22/01/2019 15:21:13.252,16.21058,intervention,15.21058,sustain high,0.2105827,1,110
22/01/2019 15:21:13.255,16.21333,intervention,15.21333,sustain high,0.2133293,1,110
22/01/2019 15:21:13.270,16.22791,intervention,15.22791,sustain high,0.2279072,1,110
22/01/2019 15:21:13.272,16.23059,intervention,15.23059,sustain high,0.2305927,1,110
22/01/2019 15:21:13.287,16.24523,intervention,15.24523,sustain high,0.2452316,1,110
22/01/2019 15:21:13.302,16.26023,intervention,15.26023,sustain high,0.2602272,1,110
22/01/2019 15:21:13.304,16.26286,intervention,15.26286,sustain high,0.2628613,1,110
22/01/2019 15:21:13.319,16.2777,intervention,15.2777,sustain high,0.2776985,1,110
