Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,Model,FOV,Saturation,FPS target,FPS real
25/01/2019 14:47:25.531,8.351028,intervention,7.351028,sustain high,1.351028,1,5,110,100,90,11.87581
25/01/2019 14:47:25.534,8.353804,intervention,7.353804,sustain high,1.353804,1,5,110,100,90,11.87581
25/01/2019 14:47:25.537,8.356647,intervention,7.356647,sustain high,1.356647,1,5,110,100,90,11.87581
25/01/2019 14:47:25.539,8.359386,intervention,7.359386,sustain high,1.359386,1,5,110,100,90,11.87581
25/01/2019 14:47:25.542,8.362244,intervention,7.362244,sustain high,1.362244,1,5,110,100,90,11.87581
25/01/2019 14:47:25.611,8.430244,intervention,7.430244,sustain high,1.430244,1,5,110,100,90,11.15484
25/01/2019 14:47:25.614,8.433529,intervention,7.433529,sustain high,1.433529,1,5,110,100,90,11.15484
25/01/2019 14:47:25.616,8.436308,intervention,7.436308,sustain high,1.436308,1,5,110,100,90,11.15484
25/01/2019 14:47:25.619,8.438972,intervention,7.438972,sustain high,1.438972,1,5,110,100,90,11.15484
25/01/2019 14:47:25.622,8.441551,intervention,7.441551,sustain high,1.441551,1,5,110,100,90,11.15484
25/01/2019 14:47:25.624,8.444218,intervention,7.444218,sustain high,1.444218,1,5,110,100,90,11.15484
25/01/2019 14:47:25.627,8.446873,intervention,7.446873,sustain high,1.446873,1,5,110,100,90,11.15484
25/01/2019 14:47:25.630,8.449657,intervention,7.449657,sustain high,1.449657,1,5,110,100,90,11.15484
25/01/2019 14:47:25.632,8.452255,intervention,7.452255,sustain high,1.452255,1,5,110,100,90,11.15484
25/01/2019 14:47:25.697,8.516439,intervention,7.516439,sustain high,1.516439,1,5,110,100,90,11.08337
25/01/2019 14:47:25.700,8.519747,intervention,7.519747,sustain high,1.519747,1,5,110,100,90,11.08337
25/01/2019 14:47:25.703,8.5226,intervention,7.5226,sustain high,1.5226,1,5,110,100,90,11.08337
25/01/2019 14:47:25.705,8.525221,intervention,7.525221,sustain high,1.525221,1,5,110,100,90,11.08337
25/01/2019 14:47:25.708,8.527876,intervention,7.527876,sustain high,1.527876,1,5,110,100,90,11.08337
25/01/2019 14:47:25.711,8.530588,intervention,7.530588,sustain high,1.530588,1,5,110,100,90,11.08337
25/01/2019 14:47:25.713,8.533348,intervention,7.533348,sustain high,1.533348,1,5,110,100,90,11.08337
25/01/2019 14:47:25.717,8.53606,intervention,7.53606,sustain high,1.53606,1,5,110,100,90,11.08337
25/01/2019 14:47:25.784,8.603363,intervention,7.603363,sustain high,1.603363,1,5,110,100,90,11.60046
25/01/2019 14:47:25.787,8.606752,intervention,7.606752,sustain high,1.606752,1,5,110,100,90,11.60046
25/01/2019 14:47:25.790,8.609499,intervention,7.609499,sustain high,1.609499,1,5,110,100,90,11.60046
25/01/2019 14:47:25.792,8.612173,intervention,7.612173,sustain high,1.612173,1,5,110,100,90,11.60046
25/01/2019 14:47:25.795,8.61484,intervention,7.61484,sustain high,1.61484,1,5,110,100,90,11.60046
25/01/2019 14:47:25.798,8.617491,intervention,7.617491,sustain high,1.617491,1,5,110,100,90,11.60046
25/01/2019 14:47:25.800,8.620182,intervention,7.620182,sustain high,1.620182,1,5,110,100,90,11.60046
25/01/2019 14:47:25.803,8.62282,intervention,7.62282,sustain high,1.62282,1,5,110,100,90,11.60046
25/01/2019 14:47:25.806,8.625559,intervention,7.625559,sustain high,1.625559,1,5,110,100,90,11.60046
25/01/2019 14:47:25.871,8.690454,intervention,7.690454,sustain high,1.690454,1,5,110,100,90,11.34796
25/01/2019 14:47:25.874,8.69347,intervention,7.69347,sustain high,1.69347,1,5,110,100,90,11.34796
25/01/2019 14:47:25.876,8.696127,intervention,7.696127,sustain high,1.696127,1,5,110,100,90,11.34796
25/01/2019 14:47:25.879,8.6989,intervention,7.6989,sustain high,1.6989,1,5,110,100,90,11.34796
25/01/2019 14:47:25.882,8.701662,intervention,7.701662,sustain high,1.701662,1,5,110,100,90,11.34796
25/01/2019 14:47:25.884,8.704346,intervention,7.704346,sustain high,1.704346,1,5,110,100,90,11.34796
25/01/2019 14:47:25.887,8.707148,intervention,7.707148,sustain high,1.707148,1,5,110,100,90,11.34796
25/01/2019 14:47:25.890,8.709917,intervention,7.709917,sustain high,1.709917,1,5,110,100,90,11.34796
25/01/2019 14:47:25.893,8.71261,intervention,7.71261,sustain high,1.71261,1,5,110,100,90,11.34796
25/01/2019 14:47:25.967,8.7864,intervention,7.7864,sustain high,1.7864,1,5,110,100,90,11.54558
25/01/2019 14:47:25.970,8.78966,intervention,7.78966,sustain high,1.78966,1,5,110,100,90,11.54558
25/01/2019 14:47:25.973,8.792414,intervention,7.792414,sustain high,1.792414,1,5,110,100,90,11.54558
25/01/2019 14:47:25.975,8.795238,intervention,7.795238,sustain high,1.795238,1,5,110,100,90,11.54558
25/01/2019 14:47:25.978,8.797897,intervention,7.797897,sustain high,1.797897,1,5,110,100,90,11.54558
25/01/2019 14:47:25.981,8.800482,intervention,7.800482,sustain high,1.800482,1,5,110,100,90,11.54558
25/01/2019 14:47:25.983,8.803135,intervention,7.803135,sustain high,1.803135,1,5,110,100,90,11.54558
25/01/2019 14:47:25.986,8.805798,intervention,7.805798,sustain high,1.805798,1,5,110,100,90,11.54558
25/01/2019 14:47:25.989,8.808464,intervention,7.808464,sustain high,1.808464,1,5,110,100,90,11.54558
