Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,Model,FOV,Saturation,Quality Level,Resolution,FPS target,FPS real
26/01/2019 15:49:19.440,1.484421,intervention,0.4844208,decay,0.4844208,0.87,4,100.41,87,Q5,1920 x 1080 @ 60Hz,82,28.62213
26/01/2019 15:49:19.442,1.486928,intervention,0.486928,decay,0.486928,0.87,4,100.41,87,Q5,1920 x 1080 @ 60Hz,82,28.62213
26/01/2019 15:49:19.444,1.489017,intervention,0.4890175,decay,0.4890175,0.87,4,100.41,87,Q5,1920 x 1080 @ 60Hz,82,28.62213
26/01/2019 15:49:19.446,1.491138,intervention,0.4911385,decay,0.4911385,0.87,4,100.41,87,Q5,1920 x 1080 @ 60Hz,82,28.62213
26/01/2019 15:49:19.475,1.519175,intervention,0.5191746,decay,0.5191746,0.87,4,100.41,87,Q5,1920 x 1080 @ 60Hz,82,30.37483
26/01/2019 15:49:19.477,1.521339,intervention,0.5213394,decay,0.5213394,0.86,4,99.68,86,Q5,1920 x 1080 @ 60Hz,81,30.37483
26/01/2019 15:49:19.479,1.523408,intervention,0.5234079,decay,0.5234079,0.86,4,99.68,86,Q5,1920 x 1080 @ 60Hz,81,30.37483
26/01/2019 15:49:19.507,1.551538,intervention,0.5515375,decay,0.5515375,0.86,4,99.68,86,Q5,1920 x 1080 @ 60Hz,81,29.90502
26/01/2019 15:49:19.509,1.553629,intervention,0.5536289,decay,0.5536289,0.86,4,99.68,86,Q5,1920 x 1080 @ 60Hz,81,29.90502
26/01/2019 15:49:19.511,1.555698,intervention,0.5556984,decay,0.5556984,0.86,4,99.68,86,Q5,1920 x 1080 @ 60Hz,81,29.90502
26/01/2019 15:49:19.539,1.584194,intervention,0.5841942,decay,0.5841942,0.85,4,98.94,85,Q5,1920 x 1080 @ 60Hz,81,30.32159
26/01/2019 15:49:19.541,1.586793,intervention,0.5867929,decay,0.5867929,0.85,4,98.94,85,Q5,1920 x 1080 @ 60Hz,81,30.32159
26/01/2019 15:49:19.543,1.588861,intervention,0.5888605,decay,0.5888605,0.85,4,98.94,85,Q5,1920 x 1080 @ 60Hz,81,30.32159
26/01/2019 15:49:19.545,1.590855,intervention,0.5908546,decay,0.5908546,0.85,4,98.94,85,Q5,1920 x 1080 @ 60Hz,81,30.32159
26/01/2019 15:49:19.573,1.618847,intervention,0.6188469,decay,0.6188469,0.84,4,98.2,84,Q5,1920 x 1080 @ 60Hz,80,30.13945
26/01/2019 15:49:19.575,1.621074,intervention,0.6210737,decay,0.6210737,0.84,4,98.2,84,Q5,1920 x 1080 @ 60Hz,80,30.13945
26/01/2019 15:49:19.577,1.623164,intervention,0.6231642,decay,0.6231642,0.84,4,98.2,84,Q5,1920 x 1080 @ 60Hz,80,30.13945
26/01/2019 15:49:19.606,1.651559,intervention,0.6515589,decay,0.6515589,0.83,4,97.47,83,Q5,1920 x 1080 @ 60Hz,79,29.96739
26/01/2019 15:49:19.608,1.653736,intervention,0.6537361,decay,0.6537361,0.83,4,97.47,83,Q5,1920 x 1080 @ 60Hz,79,29.96739
26/01/2019 15:49:19.610,1.655813,intervention,0.6558132,decay,0.6558132,0.83,4,97.47,83,Q5,1920 x 1080 @ 60Hz,79,29.96739
26/01/2019 15:49:19.639,1.684295,intervention,0.6842947,decay,0.6842947,0.82,4,96.73,82,Q5,1920 x 1080 @ 60Hz,79,29.95635
26/01/2019 15:49:19.641,1.686814,intervention,0.6868143,decay,0.6868143,0.82,4,96.73,82,Q5,1920 x 1080 @ 60Hz,79,29.95635
26/01/2019 15:49:19.643,1.688993,intervention,0.6889935,decay,0.6889935,0.82,4,96.73,82,Q5,1920 x 1080 @ 60Hz,79,29.95635
26/01/2019 15:49:19.645,1.691015,intervention,0.6910152,decay,0.6910152,0.82,4,96.73,82,Q5,1920 x 1080 @ 60Hz,79,29.95635
26/01/2019 15:49:19.674,1.71963,intervention,0.7196302,decay,0.7196302,0.82,4,96.73,82,Q5,1920 x 1080 @ 60Hz,79,29.98195
26/01/2019 15:49:19.676,1.721881,intervention,0.7218809,decay,0.7218809,0.81,4,95.99,81,Q5,1920 x 1080 @ 60Hz,78,29.98195
26/01/2019 15:49:19.678,1.724151,intervention,0.7241507,decay,0.7241507,0.81,4,95.99,81,Q5,1920 x 1080 @ 60Hz,78,29.98195
26/01/2019 15:49:19.708,1.7531,intervention,0.7531004,decay,0.7531004,0.81,4,95.99,81,Q5,1920 x 1080 @ 60Hz,78,29.25816
26/01/2019 15:49:19.710,1.755426,intervention,0.7554264,decay,0.7554264,0.81,4,95.99,81,Q5,1920 x 1080 @ 60Hz,78,29.25816
26/01/2019 15:49:19.712,1.757476,intervention,0.7574759,decay,0.7574759,0.81,4,95.99,81,Q5,1920 x 1080 @ 60Hz,78,29.25816
26/01/2019 15:49:19.714,1.759537,intervention,0.7595367,decay,0.7595367,0.81,4,95.99,81,Q5,1920 x 1080 @ 60Hz,78,29.25816
26/01/2019 15:49:19.742,1.787847,intervention,0.7878466,decay,0.7878466,0.8,4,95.26,80,Q5,1920 x 1080 @ 60Hz,78,29.26569
26/01/2019 15:49:19.744,1.79013,intervention,0.7901297,decay,0.7901297,0.8,4,95.26,80,Q5,1920 x 1080 @ 60Hz,78,29.26569
26/01/2019 15:49:19.746,1.792122,intervention,0.7921219,decay,0.7921219,0.8,4,95.26,80,Q5,1920 x 1080 @ 60Hz,78,29.26569
26/01/2019 15:49:19.775,1.820246,intervention,0.8202457,decay,0.8202457,0.79,4,94.52,79,Q5,1920 x 1080 @ 60Hz,77,29.48565
26/01/2019 15:49:19.777,1.822546,intervention,0.822546,decay,0.822546,0.79,4,94.52,79,Q5,1920 x 1080 @ 60Hz,77,29.48565
26/01/2019 15:49:19.779,1.824581,intervention,0.8245811,decay,0.8245811,0.79,4,94.52,79,Q5,1920 x 1080 @ 60Hz,77,29.48565
