Time stamp,Ticks,Phase,Time in Phase,Trial Number,Trial Time,Period Type,Time in Period,Fidelity,Model,FOV,Saturation,Quality Level,Resolution,ThreadSleep,FPS realAudio Clip,
31/01/2019 18:04:37.917,636845546779173012,Preparation,0.2705377,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:37.923,636845546779232962,Preparation,0.2705377,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:37.929,636845546779292927,Preparation,0.2705377,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:37.935,636845546779352891,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.940,636845546779403072,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.946,636845546779462835,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.951,636845546779513011,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.957,636845546779572993,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.963,636845546779632735,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.968,636845546779682949,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.974,636845546779742675,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.979,636845546779792897,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.985,636845546779852616,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.990,636845546779902790,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:37.996,636845546779962548,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:38.002,636845546780022723,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:38.008,636845546780082685,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:38.014,636845546780142441,Preparation,0.3055169,0,0,none,0,999,999,999,999,PE,PE,999,29.45187,none,
31/01/2019 18:04:38.020,636845546780202411,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.025,636845546780252607,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.031,636845546780312596,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.037,636845546780372558,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.043,636845546780432277,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.049,636845546780492519,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.055,636845546780552462,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.061,636845546780612413,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.067,636845546780672353,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.073,636845546780732325,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.079,636845546780792284,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.085,636845546780852252,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.091,636845546780912183,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.097,636845546780972194,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.103,636845546781031928,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.109,636845546781091901,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.115,636845546781151866,Preparation,0.3894689,0,0,none,0,999,999,999,999,PE,PE,999,11.67556,none,
31/01/2019 18:04:38.121,636845546781212068,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.127,636845546781272056,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.133,636845546781332002,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.139,636845546781391949,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.145,636845546781451909,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.151,636845546781511874,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.157,636845546781571838,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.163,636845546781631590,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.169,636845546781691551,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.174,636845546781741756,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.180,636845546781801699,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.186,636845546781861672,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.191,636845546781911689,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.197,636845546781971403,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.202,636845546782021602,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.208,636845546782081338,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.213,636845546782131529,Preparation,0.4894134,0,0,none,0,999,999,999,999,PE,PE,999,10.03707,none,
31/01/2019 18:04:38.219,636845546782191269,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.224,636845546782241496,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.230,636845546782301485,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.236,636845546782361436,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.242,636845546782421344,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.248,636845546782481109,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.253,636845546782531300,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.259,636845546782591297,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.265,636845546782651006,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.270,636845546782701220,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.276,636845546782760958,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.282,636845546782820915,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.288,636845546782880872,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.294,636845546782940834,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.300,636845546783000800,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.306,636845546783060766,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.312,636845546783120738,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.318,636845546783180709,Preparation,0.5903543,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.323,636845546783230897,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.329,636845546783290859,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.335,636845546783350849,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.341,636845546783410795,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.347,636845546783470755,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.353,636845546783530508,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.358,636845546783580686,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.364,636845546783640522,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.369,636845546783690622,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.375,636845546783750590,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.381,636845546783810345,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.387,636845546783870539,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.393,636845546783930497,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.399,636845546783990239,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.405,636845546784050421,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.411,636845546784110173,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.416,636845546784160394,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.422,636845546784220372,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.428,636845546784280086,Preparation,0.6912965,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.433,636845546784330259,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.439,636845546784390238,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.445,636845546784450183,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.450,636845546784500304,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.456,636845546784560136,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.461,636845546784619879,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.467,636845546784670098,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.473,636845546784730027,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.479,636845546784790002,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.485,636845546784850004,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.490,636845546784909923,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.495,636845546784959929,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.501,636845546785019860,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.507,636845546785079836,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.513,636845546785139803,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.519,636845546785199544,Preparation,0.8002349,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.525,636845546785257394,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.531,636845546785317232,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.536,636845546785367444,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.542,636845546785427171,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.548,636845546785487131,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.554,636845546785547099,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.560,636845546785607065,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.566,636845546785667041,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.572,636845546785727002,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.578,636845546785786964,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.584,636845546785846931,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.590,636845546785906895,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.596,636845546785966867,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.602,636845546786026828,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.608,636845546786086793,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.614,636845546786146759,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.620,636845546786206725,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.626,636845546786266692,Preparation,0.8961793,0,0,none,0,999,999,999,999,PE,PE,999,10.3503,none,
31/01/2019 18:04:38.632,636845546786326659,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.638,636845546786386618,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.644,636845546786446589,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.650,636845546786506554,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.656,636845546786566523,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.662,636845546786626486,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.668,636845546786686452,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.674,636845546786746415,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.680,636845546786806379,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.686,636845546786866352,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.691,636845546786916426,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.697,636845546786976283,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.703,636845546787036251,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.709,636845546787096218,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.715,636845546787156191,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.720,636845546787206359,Preparation,0.9988955,0,0,none,0,999,999,999,999,PE,PE,999,10.04095,none,
31/01/2019 18:04:38.726,636845546787266115,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.732,636845546787326084,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.737,636845546787376306,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.743,636845546787436269,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.749,636845546787496202,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.755,636845546787556158,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.761,636845546787615919,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.766,636845546787666111,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.772,636845546787726060,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.778,636845546787786035,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.784,636845546787846008,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.790,636845546787905959,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.796,636845546787965972,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.802,636845546788025913,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.808,636845546788085861,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.814,636845546788145612,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.819,636845546788195833,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.825,636845546788255557,Preparation,1.09584,0,0,none,0,999,999,999,999,PE,PE,999,10.06776,none,
31/01/2019 18:04:38.830,636845546788305757,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.836,636845546788365498,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.841,636845546788415731,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.847,636845546788475425,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.852,636845546788525731,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.858,636845546788585367,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.863,636845546788635617,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.869,636845546788695301,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.874,636845546788745552,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.880,636845546788805460,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.885,636845546788855474,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.891,636845546788915380,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
31/01/2019 18:04:38.897,636845546788975138,Preparation,1.197782,0,0,none,0,999,999,999,999,PE,PE,999,10,none,
