Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity,FOV,Saturation,FPS target,FPS real
23/01/2019 14:09:08.345,12.35921,intervention,11.35921,sustain high,0.3592072,1,110,100,90,34.25631
23/01/2019 14:09:08.376,12.39013,intervention,11.39013,sustain high,0.3901272,1,110,100,90,32.00563
23/01/2019 14:09:08.404,12.41883,intervention,11.41883,sustain high,0.4188309,1,110,100,90,32.32668
23/01/2019 14:09:08.432,12.44705,intervention,11.44705,sustain high,0.4470501,1,110,100,90,34.8596
23/01/2019 14:09:08.461,12.47581,intervention,11.47581,sustain high,0.4758148,1,110,100,90,35.43197
23/01/2019 14:09:08.490,12.5047,intervention,11.5047,sustain high,0.5046959,1,110,100,90,34.83459
23/01/2019 14:09:08.523,12.53715,intervention,11.53715,sustain high,0.5371475,1,110,100,90,34.56142
23/01/2019 14:09:08.554,12.56826,intervention,11.56826,sustain high,0.5682621,1,110,100,90,30.81636
23/01/2019 14:09:08.586,12.60076,intervention,11.60076,sustain high,0.6007576,1,110,100,90,32.1409
23/01/2019 14:09:08.615,12.62995,intervention,11.62995,sustain high,0.6299458,1,110,100,90,30.76999
23/01/2019 14:09:08.645,12.65999,intervention,11.65999,sustain high,0.6599922,1,110,100,90,34.31462
23/01/2019 14:09:08.678,12.69279,intervention,11.69279,sustain high,0.6927929,1,110,100,90,33.23153
23/01/2019 14:09:08.709,12.72385,intervention,11.72385,sustain high,0.7238483,1,110,100,90,30.48641
23/01/2019 14:09:08.739,12.7526,intervention,11.7526,sustain high,0.7525978,1,110,100,90,32.20612
23/01/2019 14:09:08.767,12.78106,intervention,11.78106,sustain high,0.7810631,1,110,100,90,34.77995
23/01/2019 14:09:08.797,12.81052,intervention,11.81052,sustain high,0.810524,1,110,100,90,35.12938
23/01/2019 14:09:08.828,12.84181,intervention,11.84181,sustain high,0.8418064,1,110,100,90,34.00586
23/01/2019 14:09:08.860,12.87391,intervention,11.87391,sustain high,0.8739071,1,110,100,90,31.93552
23/01/2019 14:09:08.888,12.90204,intervention,11.90204,sustain high,0.9020367,1,110,100,90,31.13112
23/01/2019 14:09:08.916,12.92953,intervention,11.92953,sustain high,0.9295349,1,110,100,90,35.54052
23/01/2019 14:09:08.944,12.95776,intervention,11.95776,sustain high,0.9577637,1,110,100,90,36.3639
23/01/2019 14:09:08.973,12.98719,intervention,11.98719,sustain high,0.9871902,1,110,100,90,35.47105
23/01/2019 14:09:09.005,13.01883,intervention,12.01883,decay,0.01882553,0.98,108.52,98,90,33.96024
23/01/2019 14:09:09.037,13.05066,intervention,12.05066,decay,0.05065918,0.94,105.57,94,90,31.59598
23/01/2019 14:09:09.067,13.08064,intervention,12.08064,decay,0.08064079,0.91,103.36,91,90,31.41059
23/01/2019 14:09:09.097,13.1112,intervention,12.1112,decay,0.1112041,0.88,101.15,88,90,33.34245
23/01/2019 14:09:09.127,13.141,intervention,12.141,decay,0.1409988,0.85,98.94,85,90,32.72658
23/01/2019 14:09:09.158,13.17228,intervention,12.17228,decay,0.1722794,0.82,96.73,82,90,33.56583
23/01/2019 14:09:09.189,13.20312,intervention,12.20312,decay,0.2031231,0.79,94.52,79,90,31.96328
23/01/2019 14:09:09.218,13.23187,intervention,12.23187,decay,0.2318668,0.76,92.31,76,90,32.43836
23/01/2019 14:09:09.246,13.25998,intervention,12.25998,decay,0.2599773,0.74,90.83,74,90,34.77837
23/01/2019 14:09:09.281,13.2945,intervention,12.2945,decay,0.2945023,0.7,87.88,70,90,35.6152
23/01/2019 14:09:09.313,13.32725,intervention,12.32725,decay,0.3272514,0.67,85.67,67,90,28.97937
23/01/2019 14:09:09.344,13.35819,intervention,12.35819,decay,0.3581924,0.64,83.46,64,90,30.49999
23/01/2019 14:09:09.373,13.38677,intervention,12.38677,decay,0.3867683,0.61,81.25,61,90,32.32647
23/01/2019 14:09:09.402,13.41537,intervention,12.41537,decay,0.4153748,0.58,79.04,58,90,34.97262
23/01/2019 14:09:09.429,13.44319,intervention,12.44319,decay,0.4431934,0.55,76.83,55,90,34.95953
23/01/2019 14:09:09.458,13.47193,intervention,12.47193,decay,0.4719334,0.52,74.62,52,90,36.02773
23/01/2019 14:09:09.489,13.50313,intervention,12.50313,decay,0.5031281,0.49,72.41,49,90,34.71861
23/01/2019 14:09:09.521,13.53447,intervention,12.53447,decay,0.5344715,0.46,70.2,46,90,32.06485
23/01/2019 14:09:09.550,13.56339,intervention,12.56339,decay,0.5633945,0.43,67.99,43,90,31.88196
23/01/2019 14:09:09.582,13.5954,intervention,12.5954,decay,0.5953979,0.4,65.77,40,90,34.59023
23/01/2019 14:09:09.611,13.62547,intervention,12.62547,decay,0.6254654,0.37,63.56,37,90,31.25127
23/01/2019 14:09:09.642,13.65677,intervention,12.65677,decay,0.6567745,0.34,61.35,34,90,33.25541
23/01/2019 14:09:09.673,13.68809,intervention,12.68809,decay,0.6880856,0.31,59.14,31,90,31.94562
23/01/2019 14:09:09.704,13.71824,intervention,12.71824,decay,0.7182369,0.28,56.93,28,90,31.93959
23/01/2019 14:09:09.732,13.7469,intervention,12.7469,decay,0.7469025,0.25,54.72,25,90,33.15881
23/01/2019 14:09:09.762,13.77616,intervention,12.77616,decay,0.7761593,0.22,52.51,22,90,34.8933
23/01/2019 14:09:09.793,13.80749,intervention,12.80749,decay,0.8074913,0.19,50.3,19,90,34.24611
23/01/2019 14:09:09.825,13.83928,intervention,12.83928,decay,0.8392811,0.16,48.09,16,90,31.8375
23/01/2019 14:09:09.854,13.86819,intervention,12.86819,decay,0.8681889,0.13,45.88,13,90,31.48109
23/01/2019 14:09:09.883,13.89729,intervention,12.89729,decay,0.897295,0.1,43.67,10,90,34.5797
23/01/2019 14:09:09.914,13.92831,intervention,12.92831,decay,0.9283123,0.07,41.45,7,90,34.36178
23/01/2019 14:09:09.945,13.95959,intervention,12.95959,decay,0.9595909,0.04,39.24,4,90,32.27879
23/01/2019 14:09:09.976,13.99088,intervention,12.99088,decay,0.9908752,0,36.3,0,90,31.94541
23/01/2019 14:09:10.007,14.02175,intervention,13.02175,sustain low,0.02174759,0,36.3,0,90,31.94674
23/01/2019 14:09:10.036,14.05028,intervention,13.05028,sustain low,0.0502758,0,36.3,0,90,32.39045
23/01/2019 14:09:10.065,14.07929,intervention,13.07929,sustain low,0.07928658,0,36.3,0,90,35.0577
23/01/2019 14:09:10.095,14.10976,intervention,13.10976,sustain low,0.1097641,0,36.3,0,90,34.46933
23/01/2019 14:09:10.127,14.14149,intervention,13.14149,sustain low,0.141489,0,36.3,0,90,32.80054
23/01/2019 14:09:10.156,14.17073,intervention,13.17073,sustain low,0.1707306,0,36.3,0,90,31.53052
23/01/2019 14:09:10.184,14.19891,intervention,13.19891,sustain low,0.1989098,0,36.3,0,90,34.19107
23/01/2019 14:09:10.213,14.2279,intervention,13.2279,sustain low,0.2278957,0,36.3,0,90,35.48352
23/01/2019 14:09:10.243,14.25736,intervention,13.25736,sustain low,0.2573566,0,36.3,0,90,34.53885
23/01/2019 14:09:10.275,14.28917,intervention,13.28917,sustain low,0.2891655,0,36.3,0,90,33.89566
23/01/2019 14:09:10.306,14.32055,intervention,13.32055,sustain low,0.3205547,0,36.3,0,90,31.44516
23/01/2019 14:09:10.335,14.34904,intervention,13.34904,sustain low,0.3490448,0,36.3,0,90,31.87647
23/01/2019 14:09:10.363,14.37779,intervention,13.37779,sustain low,0.3777885,0,36.3,0,90,35.09917
23/01/2019 14:09:10.393,14.40746,intervention,13.40746,sustain low,0.4074574,0,36.3,0,90,34.7762
23/01/2019 14:09:10.425,14.43866,intervention,13.43866,sustain low,0.4386578,0,36.3,0,90,33.77591
23/01/2019 14:09:10.456,14.47002,intervention,13.47002,sustain low,0.4700184,0,36.3,0,90,31.98546
23/01/2019 14:09:10.485,14.49886,intervention,13.49886,sustain low,0.4988556,0,36.3,0,90,31.89019
23/01/2019 14:09:10.515,14.52894,intervention,13.52894,sustain low,0.5289364,0,36.3,0,90,34.6689
23/01/2019 14:09:10.545,14.55855,intervention,13.55855,sustain low,0.558548,0,36.3,0,90,33.26337
23/01/2019 14:09:10.578,14.59207,intervention,13.59207,sustain low,0.5920696,0,36.3,0,90,33.75961
23/01/2019 14:09:10.609,14.62392,intervention,13.62392,sustain low,0.6239223,0,36.3,0,90,29.83089
23/01/2019 14:09:10.638,14.6529,intervention,13.6529,sustain low,0.6528988,0,36.3,0,90,31.39165
23/01/2019 14:09:10.667,14.68135,intervention,13.68135,sustain low,0.6813545,0,36.3,0,90,34.52824
23/01/2019 14:09:10.696,14.71037,intervention,13.71037,sustain low,0.7103653,0,36.3,0,90,35.1363
23/01/2019 14:09:10.727,14.7415,intervention,13.7415,sustain low,0.7414989,0,36.3,0,90,34.46505
23/01/2019 14:09:10.759,14.77321,intervention,13.77321,sustain low,0.7732086,0,36.3,0,90,32.11551
23/01/2019 14:09:10.787,14.80187,intervention,13.80187,sustain low,0.8018742,0,36.3,0,90,31.53699
23/01/2019 14:09:10.816,14.83049,intervention,13.83049,sustain low,0.8304901,0,36.3,0,90,34.89549
23/01/2019 14:09:10.845,14.85926,intervention,13.85926,sustain low,0.8592644,0,36.3,0,90,34.96858
23/01/2019 14:09:10.874,14.88799,intervention,13.88799,sustain low,0.8879852,0,36.3,0,90,34.77632
23/01/2019 14:09:10.906,14.92002,intervention,13.92002,sustain low,0.9200249,0,36.3,0,90,34.76181
23/01/2019 14:09:10.938,14.95209,intervention,13.95209,sustain low,0.9520912,0,36.3,0,90,31.21819
23/01/2019 14:09:10.967,14.98139,intervention,13.98139,sustain low,0.9813919,0,36.3,0,90,31.17771
23/01/2019 14:09:10.997,15.01112,intervention,14.01112,attack,0.01112175,0.01,37.03,1,90,34.13121
23/01/2019 14:09:11.026,15.04054,intervention,14.04054,attack,0.04053879,0.04,39.24,4,90,33.63018
23/01/2019 14:09:11.058,15.07188,intervention,14.07188,attack,0.07187653,0.07,41.45,7,90,34.04603
23/01/2019 14:09:11.089,15.10305,intervention,14.10305,attack,0.1030502,0.1,43.67,10,90,31.8655
23/01/2019 14:09:11.136,15.14989,intervention,14.14989,attack,0.1498947,0.14,46.61,14,90,32.08512
23/01/2019 14:09:11.144,15.159,intervention,14.159,attack,0.1590042,0.15,47.35,15,90,32.08512
23/01/2019 14:09:11.168,15.18195,intervention,14.18195,attack,0.1819534,0.18,49.56,18,90,21.34855
23/01/2019 14:09:11.197,15.21167,intervention,14.21167,attack,0.2116718,0.21,51.77,21,90,31.24697
23/01/2019 14:09:11.230,15.24413,intervention,14.24413,attack,0.2441311,0.24,53.98,24,90,33.57553
23/01/2019 14:09:11.261,15.27547,intervention,14.27547,attack,0.2754669,0.27,56.19,27,90,30.82348
23/01/2019 14:09:11.291,15.30534,intervention,14.30534,attack,0.3053379,0.3,58.41,30,90,31.91259
23/01/2019 14:09:11.320,15.33379,intervention,14.33379,attack,0.3337936,0.33,60.62,33,90,33.46339
23/01/2019 14:09:11.349,15.3634,intervention,14.3634,attack,0.3634014,0.36,62.83,36,90,35.14049
23/01/2019 14:09:11.381,15.3947,intervention,14.3947,attack,0.3946972,0.39,65.04,39,90,33.83957
23/01/2019 14:09:11.412,15.42591,intervention,14.42591,attack,0.4259071,0.42,67.25,42,90,31.902
23/01/2019 14:09:11.442,15.45588,intervention,14.45588,attack,0.455883,0.45,69.46,45,90,32.03075
23/01/2019 14:09:11.472,15.48588,intervention,14.48588,attack,0.485878,0.48,71.67,48,90,33.36503
23/01/2019 14:09:11.501,15.51524,intervention,14.51524,attack,0.5152359,0.51,73.88,51,90,33.33722
23/01/2019 14:09:11.534,15.54827,intervention,14.54827,attack,0.548275,0.54,76.09,54,90,34.1572
23/01/2019 14:09:11.568,15.58217,intervention,14.58217,attack,0.5821743,0.58,79.04,58,90,30.18959
23/01/2019 14:09:11.599,15.61344,intervention,14.61344,attack,0.6134434,0.61,81.25,61,90,29.52605
23/01/2019 14:09:11.629,15.64316,intervention,14.64316,attack,0.6431618,0.64,83.46,64,90,31.96144
23/01/2019 14:09:11.658,15.67235,intervention,14.67235,attack,0.6723518,0.67,85.67,67,90,33.65134
23/01/2019 14:09:11.690,15.70406,intervention,14.70406,attack,0.7040615,0.7,87.88,70,90,34.25291
23/01/2019 14:09:11.722,15.73546,intervention,14.73546,attack,0.7354641,0.73,90.1,73,90,31.53162
23/01/2019 14:09:11.753,15.76656,intervention,14.76656,attack,0.7665634,0.76,92.31,76,90,31.84166
23/01/2019 14:09:11.783,15.7965,intervention,14.7965,attack,0.7964973,0.79,94.52,79,90,32.16872
23/01/2019 14:09:11.813,15.8269,intervention,14.8269,attack,0.8269005,0.82,96.73,82,90,33.39757
23/01/2019 14:09:11.845,15.85902,intervention,14.85902,attack,0.8590183,0.85,98.94,85,90,32.9061
23/01/2019 14:09:11.878,15.89128,intervention,14.89128,attack,0.8912811,0.89,101.89,89,90,31.14013
23/01/2019 14:09:11.907,15.92108,intervention,14.92108,attack,0.9210796,0.92,104.1,92,90,30.97462
23/01/2019 14:09:11.937,15.95027,intervention,14.95027,attack,0.9502678,0.95,106.31,95,90,33.56256
23/01/2019 14:09:11.968,15.98152,intervention,14.98152,attack,0.9815197,0.98,108.52,98,90,34.25103
23/01/2019 14:09:12.001,16.01449,intervention,15.01449,sustain high,0.01449394,1,110,100,90,32.04327
23/01/2019 14:09:12.033,16.04732,intervention,15.04732,sustain high,0.04732323,1,110,100,90,30.29844
23/01/2019 14:09:12.063,16.07719,intervention,15.07719,sustain high,0.07718658,1,110,100,90,30.46013
23/01/2019 14:09:12.093,16.1073,intervention,15.1073,sustain high,0.1072979,1,110,100,90,33.48468
23/01/2019 14:09:12.122,16.13671,intervention,15.13671,sustain high,0.1367111,1,110,100,90,33.20924
23/01/2019 14:09:12.155,16.16938,intervention,15.16938,sustain high,0.1693802,1,110,100,90,34.00435
23/01/2019 14:09:12.187,16.20157,intervention,15.20157,sustain high,0.2015724,1,110,100,90,30.59114
23/01/2019 14:09:12.218,16.23223,intervention,15.23223,sustain high,0.232233,1,110,100,90,31.05841
23/01/2019 14:09:12.248,16.26172,intervention,15.26172,sustain high,0.2617207,1,110,100,90,32.6293
23/01/2019 14:09:12.277,16.29181,intervention,15.29181,sustain high,0.2918053,1,110,100,90,33.91486
23/01/2019 14:09:12.311,16.32546,intervention,15.32546,sustain high,0.3254623,1,110,100,90,33.31945
23/01/2019 14:09:12.344,16.35848,intervention,15.35848,sustain high,0.3584824,1,110,100,90,29.65643
23/01/2019 14:09:12.374,16.38864,intervention,15.38864,sustain high,0.3886433,1,110,100,90,30.28128
23/01/2019 14:09:12.403,16.41782,intervention,15.41782,sustain high,0.4178219,1,110,100,90,33.15001
23/01/2019 14:09:12.433,16.44763,intervention,15.44763,sustain high,0.447628,1,110,100,90,34.27686
23/01/2019 14:09:12.465,16.47915,intervention,15.47915,sustain high,0.4791451,1,110,100,90,33.55659
23/01/2019 14:09:12.497,16.51109,intervention,15.51109,sustain high,0.5110874,1,110,100,90,31.72046
23/01/2019 14:09:12.527,16.54152,intervention,15.54152,sustain high,0.541523,1,110,100,90,31.30351
23/01/2019 14:09:12.557,16.5713,intervention,15.5713,sustain high,0.5713043,1,110,100,90,32.84892
23/01/2019 14:09:12.601,16.6152,intervention,15.6152,sustain high,0.6152,1,110,100,90,33.58973
23/01/2019 14:09:12.635,16.64998,intervention,15.64998,sustain high,0.6499805,1,110,100,90,22.78076
23/01/2019 14:09:12.670,16.68474,intervention,15.68474,sustain high,0.6847363,1,110,100,90,28.75637
23/01/2019 14:09:12.701,16.71505,intervention,15.71505,sustain high,0.7150497,1,110,100,90,28.77516
23/01/2019 14:09:12.730,16.74397,intervention,15.74397,sustain high,0.7439709,1,110,100,90,32.97414
23/01/2019 14:09:12.760,16.77379,intervention,15.77379,sustain high,0.7737904,1,110,100,90,34.5742
23/01/2019 14:09:12.796,16.80954,intervention,15.80954,sustain high,0.8095417,1,110,100,90,33.59165
23/01/2019 14:09:12.829,16.84299,intervention,15.84299,sustain high,0.842989,1,110,100,90,27.92446
23/01/2019 14:09:12.859,16.87325,intervention,15.87325,sustain high,0.8732548,1,110,100,90,29.91334
23/01/2019 14:09:12.888,16.90221,intervention,15.90221,sustain high,0.9022121,1,110,100,90,33.03055
23/01/2019 14:09:12.919,16.9328,intervention,15.9328,sustain high,0.9328041,1,110,100,90,34.55282
23/01/2019 14:09:12.950,16.96448,intervention,15.96448,sustain high,0.9644756,1,110,100,90,32.67451
23/01/2019 14:09:12.983,16.99717,intervention,15.99717,sustain high,0.9971695,1,110,100,90,31.59268
23/01/2019 14:09:13.015,17.02948,control,0.02947807,none,0,1,110,100,90,30.57375
23/01/2019 14:09:13.045,17.05951,control,0.05950737,none,0,1,110,100,90,30.9518
23/01/2019 14:09:13.073,17.08776,control,0.08775902,none,0,1,110,100,90,33.29903
23/01/2019 14:09:13.104,17.11805,control,0.1180458,none,0,1,110,100,90,35.38345
23/01/2019 14:09:13.134,17.14801,control,0.1480122,none,0,1,110,100,90,33.0227
23/01/2019 14:09:13.217,17.23175,control,0.2317467,none,0,1,110,100,90,33.38084
23/01/2019 14:09:13.227,17.24095,control,0.2409458,none,0,1,110,100,90,33.38084
23/01/2019 14:09:13.254,17.26867,control,0.2686672,none,0,1,110,100,90,11.94255
23/01/2019 14:09:13.283,17.2972,control,0.2971973,none,0,1,110,100,90,27.08302
23/01/2019 14:09:13.310,17.3242,control,0.3241959,none,0,1,110,100,90,35.06152
23/01/2019 14:09:13.339,17.35281,control,0.3528099,none,0,1,110,100,90,37.03128
23/01/2019 14:09:13.366,17.3799,control,0.3798962,none,0,1,110,100,90,34.92937
23/01/2019 14:09:13.398,17.41251,control,0.4125118,none,0,1,110,100,90,36.92149
23/01/2019 14:09:13.407,17.42155,control,0.4215488,none,0,1,110,100,90,36.92149
23/01/2019 14:09:13.442,17.45646,control,0.4564648,none,0,1,110,100,90,30.66929
23/01/2019 14:09:13.453,17.46751,control,0.4675121,none,0,1,110,100,90,30.66929
23/01/2019 14:09:13.484,17.498,control,0.4979992,none,0,1,110,100,90,22.74992
23/01/2019 14:09:13.504,17.51797,control,0.5179691,none,0,1,110,100,90,22.74992
23/01/2019 14:09:13.536,17.55106,control,0.5510578,none,0,1,110,100,90,24.08025
23/01/2019 14:09:13.545,17.56006,control,0.5600605,none,0,1,110,100,90,24.08025
23/01/2019 14:09:13.554,17.56925,control,0.5692463,none,0,1,110,100,90,24.08025
23/01/2019 14:09:13.588,17.60281,control,0.602808,none,0,1,110,100,90,18.84087
23/01/2019 14:09:13.597,17.61183,control,0.6118336,none,0,1,110,100,90,18.84087
23/01/2019 14:09:13.640,17.65476,control,0.6547565,none,0,1,110,100,90,19.33806
23/01/2019 14:09:13.649,17.66388,control,0.6638775,none,0,1,110,100,90,19.33806
23/01/2019 14:09:13.676,17.69076,control,0.6907635,none,0,1,110,100,90,19.25606
23/01/2019 14:09:13.705,17.7204,control,0.7204018,none,0,1,110,100,90,27.73748
23/01/2019 14:09:13.733,17.7484,control,0.7483997,none,0,1,110,100,90,33.74377
23/01/2019 14:09:13.761,17.77576,control,0.7757568,none,0,1,110,100,90,35.71901
23/01/2019 14:09:13.789,17.80341,control,0.8034058,none,0,1,110,100,90,36.56708
23/01/2019 14:09:13.817,17.83191,control,0.831913,none,0,1,110,100,90,36.14022
23/01/2019 14:09:13.846,17.86118,control,0.8611832,none,0,1,110,100,90,35.09868
23/01/2019 14:09:13.875,17.88967,control,0.8896732,none,0,1,110,100,90,34.14298
23/01/2019 14:09:13.902,17.91704,control,0.9170418,none,0,1,110,100,90,35.11322
23/01/2019 14:09:13.930,17.94482,control,0.9448185,none,0,1,110,100,90,36.53035
23/01/2019 14:09:13.958,17.97241,control,0.9724102,none,0,1,110,100,90,36.00528
23/01/2019 14:09:13.985,17.9998,control,0.9997959,none,0,1,110,100,90,36.24502
