Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity
21/01/2019 17:09:17.223,0.01266146,adaptation,0.01266146,none,0,1
21/01/2019 17:09:17.228,0.01853609,adaptation,0.01853609,none,0,1
21/01/2019 17:09:17.228,0.01881123,adaptation,0.01881123,none,0,1
21/01/2019 17:09:17.228,0.01906967,adaptation,0.01906967,none,0,1
21/01/2019 17:09:17.229,0.01935768,adaptation,0.01935768,none,0,1
21/01/2019 17:09:17.229,0.01959038,adaptation,0.01959038,none,0,1
21/01/2019 17:09:17.229,0.01984215,adaptation,0.01984215,none,0,1
21/01/2019 17:09:17.230,0.02012205,adaptation,0.02012205,none,0,1
21/01/2019 17:09:17.230,0.02047729,adaptation,0.02047729,none,0,1
21/01/2019 17:09:17.230,0.02073145,adaptation,0.02073145,none,0,1
21/01/2019 17:09:17.230,0.02096987,adaptation,0.02096987,none,0,1
21/01/2019 17:09:17.231,0.02124739,adaptation,0.02124739,none,0,1
21/01/2019 17:09:17.231,0.02151299,adaptation,0.02151299,none,0,1
21/01/2019 17:09:17.231,0.02174282,adaptation,0.02174282,none,0,1
21/01/2019 17:09:17.231,0.02197886,adaptation,0.02197886,none,0,1
21/01/2019 17:09:17.232,0.02223873,adaptation,0.02223873,none,0,1
21/01/2019 17:09:17.232,0.02250957,adaptation,0.02250957,none,0,1
21/01/2019 17:09:17.239,0.02913904,adaptation,0.02913904,none,0,1
21/01/2019 17:09:17.239,0.0294857,adaptation,0.0294857,none,0,1
21/01/2019 17:09:17.239,0.02979994,adaptation,0.02979994,none,0,1
21/01/2019 17:09:17.239,0.03005362,adaptation,0.03005362,none,0,1
21/01/2019 17:09:17.240,0.03029156,adaptation,0.03029156,none,0,1
21/01/2019 17:09:17.240,0.03054094,adaptation,0.03054094,none,0,1
21/01/2019 17:09:17.240,0.03079605,adaptation,0.03079605,none,0,1
21/01/2019 17:09:17.240,0.03103924,adaptation,0.03103924,none,0,1
21/01/2019 17:09:17.241,0.03133059,adaptation,0.03133059,none,0,1
21/01/2019 17:09:17.241,0.03161955,adaptation,0.03161955,none,0,1
21/01/2019 17:09:17.241,0.0319066,adaptation,0.0319066,none,0,1
21/01/2019 17:09:17.242,0.03213501,adaptation,0.03213501,none,0,1
21/01/2019 17:09:17.242,0.03242826,adaptation,0.03242826,none,0,1
21/01/2019 17:09:17.242,0.03269815,adaptation,0.03269815,none,0,1
21/01/2019 17:09:17.242,0.03294039,adaptation,0.03294039,none,0,1
21/01/2019 17:09:17.243,0.03318453,adaptation,0.03318453,none,0,1
21/01/2019 17:09:17.256,0.04620504,adaptation,0.04620504,none,0,1
21/01/2019 17:09:17.256,0.04654741,adaptation,0.04654741,none,0,1
21/01/2019 17:09:17.256,0.04680634,adaptation,0.04680634,none,0,1
21/01/2019 17:09:17.257,0.04707098,adaptation,0.04707098,none,0,1
21/01/2019 17:09:17.257,0.04732561,adaptation,0.04732561,none,0,1
