Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity
21/01/2019 20:23:58.800,0.01029253,adaptation,0.01029253,none,0,1
21/01/2019 20:23:58.808,0.0195899,adaptation,0.0195899,none,0,1
21/01/2019 20:23:58.821,0.03185129,adaptation,0.03185129,none,0,1
21/01/2019 20:23:58.840,0.05126238,adaptation,0.05126238,none,0,1
21/01/2019 20:23:58.857,0.06853294,adaptation,0.06853294,none,0,1
21/01/2019 20:23:58.874,0.08532,adaptation,0.08532,none,0,1
21/01/2019 20:23:58.891,0.1020417,adaptation,0.1020417,none,0,1
21/01/2019 20:23:58.907,0.1185522,adaptation,0.1185522,none,0,1
21/01/2019 20:23:58.924,0.1350675,adaptation,0.1350675,none,0,1
21/01/2019 20:23:58.933,0.1446986,adaptation,0.1446986,none,0,1
21/01/2019 20:23:58.943,0.1542759,adaptation,0.1542759,none,0,1
21/01/2019 20:23:58.968,0.1791363,adaptation,0.1791363,none,0,1
21/01/2019 20:23:58.985,0.1957288,adaptation,0.1957288,none,0,1
21/01/2019 20:23:59.001,0.2122536,adaptation,0.2122536,none,0,1
21/01/2019 20:23:59.018,0.2288294,adaptation,0.2288294,none,0,1
21/01/2019 20:23:59.035,0.2460666,adaptation,0.2460666,none,0,1
21/01/2019 20:23:59.053,0.2643967,adaptation,0.2643967,none,0,1
21/01/2019 20:23:59.070,0.2808428,adaptation,0.2808428,none,0,1
21/01/2019 20:23:59.086,0.2973657,adaptation,0.2973657,none,0,1
21/01/2019 20:23:59.103,0.3139448,adaptation,0.3139448,none,0,1
21/01/2019 20:23:59.119,0.3306417,adaptation,0.3306417,none,0,1
21/01/2019 20:23:59.136,0.3471394,adaptation,0.3471394,none,0,1
21/01/2019 20:23:59.153,0.3637295,adaptation,0.3637295,none,0,1
21/01/2019 20:23:59.169,0.3803582,adaptation,0.3803582,none,0,1
21/01/2019 20:23:59.186,0.3967342,adaptation,0.3967342,none,0,1
21/01/2019 20:23:59.203,0.4136548,adaptation,0.4136548,none,0,1
21/01/2019 20:23:59.212,0.4231772,adaptation,0.4231772,none,0,1
21/01/2019 20:23:59.222,0.4330878,adaptation,0.4330878,none,0,1
21/01/2019 20:23:59.237,0.4477444,adaptation,0.4477444,none,0,1
21/01/2019 20:23:59.255,0.465867,adaptation,0.465867,none,0,1
21/01/2019 20:23:59.271,0.4825101,adaptation,0.4825101,none,0,1
21/01/2019 20:23:59.295,0.5062065,adaptation,0.5062065,none,0,1
21/01/2019 20:23:59.312,0.5231767,adaptation,0.5231767,none,0,1
21/01/2019 20:23:59.329,0.539669,adaptation,0.539669,none,0,1
21/01/2019 20:23:59.345,0.5562906,adaptation,0.5562906,none,0,1
21/01/2019 20:23:59.362,0.5727415,adaptation,0.5727415,none,0,1
21/01/2019 20:23:59.378,0.5892253,adaptation,0.5892253,none,0,1
21/01/2019 20:23:59.395,0.6058698,adaptation,0.6058698,none,0,1
21/01/2019 20:23:59.411,0.622468,adaptation,0.622468,none,0,1
21/01/2019 20:23:59.428,0.6393666,adaptation,0.6393666,none,0,1
21/01/2019 20:23:59.445,0.6556878,adaptation,0.6556878,none,0,1
21/01/2019 20:23:59.463,0.6741414,adaptation,0.6741414,none,0,1
21/01/2019 20:23:59.480,0.6907015,adaptation,0.6907015,none,0,1
21/01/2019 20:23:59.498,0.7085872,adaptation,0.7085872,none,0,1
21/01/2019 20:23:59.514,0.7250896,adaptation,0.7250896,none,0,1
21/01/2019 20:23:59.531,0.7416453,adaptation,0.7416453,none,0,1
21/01/2019 20:23:59.547,0.7581692,adaptation,0.7581692,none,0,1
21/01/2019 20:23:59.564,0.7751145,adaptation,0.7751145,none,0,1
21/01/2019 20:23:59.581,0.7915678,adaptation,0.7915678,none,0,1
21/01/2019 20:23:59.596,0.808075,adaptation,0.808075,none,0,1
21/01/2019 20:23:59.614,0.8245335,adaptation,0.8245335,none,0,1
21/01/2019 20:23:59.631,0.8413625,adaptation,0.8413625,none,0,1
21/01/2019 20:23:59.655,0.8672042,adaptation,0.8672042,none,0,1
21/01/2019 20:23:59.674,0.885623,adaptation,0.885623,none,0,1
21/01/2019 20:23:59.690,0.9020853,adaptation,0.9020853,none,0,1
21/01/2019 20:23:59.707,0.9187212,adaptation,0.9187212,none,0,1
21/01/2019 20:23:59.724,0.9354916,adaptation,0.9354916,none,0,1
21/01/2019 20:23:59.740,0.9519405,adaptation,0.9519405,none,0,1
21/01/2019 20:23:59.757,0.9685006,adaptation,0.9685006,none,0,1
21/01/2019 20:23:59.774,0.9852853,adaptation,0.9852853,none,0,1
21/01/2019 20:23:59.791,1.001825,intervention,0.001824856,decay,0.001824856,0.9854012
21/01/2019 20:23:59.807,1.019083,intervention,0.01908302,decay,0.01908302,0.8473358
