Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity
22/01/2019 13:14:55.523,0.009444237,adaptation,0.009444237,none,0,1
22/01/2019 13:14:55.532,0.01871967,adaptation,0.01871967,none,0,1
22/01/2019 13:14:55.541,0.02779007,adaptation,0.02779007,none,0,1
22/01/2019 13:14:55.551,0.03759289,adaptation,0.03759289,none,0,1
22/01/2019 13:14:55.560,0.04661942,adaptation,0.04661942,none,0,1
22/01/2019 13:14:55.570,0.0565176,adaptation,0.0565176,none,0,1
22/01/2019 13:14:55.579,0.06576061,adaptation,0.06576061,none,0,1
22/01/2019 13:14:55.588,0.07497597,adaptation,0.07497597,none,0,1
22/01/2019 13:14:55.597,0.08422184,adaptation,0.08422184,none,0,1
22/01/2019 13:14:55.606,0.09344482,adaptation,0.09344482,none,0,1
22/01/2019 13:14:55.616,0.1025019,adaptation,0.1025019,none,0,1
22/01/2019 13:14:55.625,0.1116419,adaptation,0.1116419,none,0,1
22/01/2019 13:14:55.634,0.1208344,adaptation,0.1208344,none,0,1
22/01/2019 13:14:55.650,0.1367693,adaptation,0.1367693,none,0,1
22/01/2019 13:14:55.661,0.1478872,adaptation,0.1478872,none,0,1
22/01/2019 13:14:55.670,0.1571665,adaptation,0.1571665,none,0,1
22/01/2019 13:14:55.679,0.1670017,adaptation,0.1670017,none,0,1
22/01/2019 13:14:55.688,0.1761007,adaptation,0.1761007,none,0,1
22/01/2019 13:14:55.698,0.1859694,adaptation,0.1859694,none,0,1
22/01/2019 13:14:55.708,0.1957989,adaptation,0.1957989,none,0,1
22/01/2019 13:14:55.717,0.2050505,adaptation,0.2050505,none,0,1
22/01/2019 13:14:55.726,0.2141495,adaptation,0.2141495,none,0,1
22/01/2019 13:14:55.735,0.2231569,adaptation,0.2231569,none,0,1
22/01/2019 13:14:55.744,0.2321768,adaptation,0.2321768,none,0,1
22/01/2019 13:14:55.754,0.241993,adaptation,0.241993,none,0,1
22/01/2019 13:14:55.763,0.2510147,adaptation,0.2510147,none,0,1
22/01/2019 13:14:55.779,0.2665653,adaptation,0.2665653,none,0,1
22/01/2019 13:14:55.788,0.2761412,adaptation,0.2761412,none,0,1
22/01/2019 13:14:55.797,0.2852306,adaptation,0.2852306,none,0,1
22/01/2019 13:14:55.807,0.2947006,adaptation,0.2947006,none,0,1
22/01/2019 13:14:55.816,0.3042202,adaptation,0.3042202,none,0,1
22/01/2019 13:14:55.826,0.3140697,adaptation,0.3140697,none,0,1
22/01/2019 13:14:55.836,0.3237457,adaptation,0.3237457,none,0,1
22/01/2019 13:14:55.846,0.3336372,adaptation,0.3336372,none,0,1
22/01/2019 13:14:55.855,0.3426523,adaptation,0.3426523,none,0,1
22/01/2019 13:14:55.865,0.3524809,adaptation,0.3524809,none,0,1
22/01/2019 13:14:55.874,0.3615561,adaptation,0.3615561,none,0,1
22/01/2019 13:14:55.883,0.3708143,adaptation,0.3708143,none,0,1
