Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity
21/01/2019 20:12:25.441,0.01252747,adaptation,0.01252747,none,0,1
21/01/2019 20:12:25.451,0.02274323,adaptation,0.02274323,none,0,1
21/01/2019 20:12:25.461,0.03291321,adaptation,0.03291321,none,0,1
21/01/2019 20:12:25.471,0.04298782,adaptation,0.04298782,none,0,1
21/01/2019 20:12:25.482,0.05356979,adaptation,0.05356979,none,0,1
21/01/2019 20:12:25.492,0.06424904,adaptation,0.06424904,none,0,1
21/01/2019 20:12:25.503,0.07444382,adaptation,0.07444382,none,0,1
21/01/2019 20:12:25.513,0.08490753,adaptation,0.08490753,none,0,1
21/01/2019 20:12:25.523,0.09512329,adaptation,0.09512329,none,0,1
21/01/2019 20:12:25.534,0.1054859,adaptation,0.1054859,none,0,1
21/01/2019 20:12:25.552,0.1236115,adaptation,0.1236115,none,0,1
21/01/2019 20:12:25.562,0.1339684,adaptation,0.1339684,none,0,1
21/01/2019 20:12:25.573,0.1448479,adaptation,0.1448479,none,0,1
21/01/2019 20:12:25.584,0.1556835,adaptation,0.1556835,none,0,1
21/01/2019 20:12:25.595,0.1664734,adaptation,0.1664734,none,0,1
21/01/2019 20:12:25.605,0.1765594,adaptation,0.1765594,none,0,1
21/01/2019 20:12:25.615,0.1866283,adaptation,0.1866283,none,0,1
21/01/2019 20:12:25.625,0.1966362,adaptation,0.1966362,none,0,1
21/01/2019 20:12:25.636,0.2075024,adaptation,0.2075024,none,0,1
21/01/2019 20:12:25.654,0.2255821,adaptation,0.2255821,none,0,1
21/01/2019 20:12:25.664,0.2357712,adaptation,0.2357712,none,0,1
21/01/2019 20:12:25.674,0.2458019,adaptation,0.2458019,none,0,1
21/01/2019 20:12:25.685,0.2566471,adaptation,0.2566471,none,0,1
21/01/2019 20:12:25.695,0.2668133,adaptation,0.2668133,none,0,1
21/01/2019 20:12:25.705,0.2769642,adaptation,0.2769642,none,0,1
21/01/2019 20:12:25.716,0.287571,adaptation,0.287571,none,0,1
21/01/2019 20:12:25.726,0.2977123,adaptation,0.2977123,none,0,1
21/01/2019 20:12:25.737,0.3085117,adaptation,0.3085117,none,0,1
21/01/2019 20:12:25.755,0.3269176,adaptation,0.3269176,none,0,1
21/01/2019 20:12:25.765,0.3372116,adaptation,0.3372116,none,0,1
21/01/2019 20:12:25.776,0.3474674,adaptation,0.3474674,none,0,1
21/01/2019 20:12:25.786,0.3578472,adaptation,0.3578472,none,0,1
21/01/2019 20:12:25.796,0.3680458,adaptation,0.3680458,none,0,1
21/01/2019 20:12:25.807,0.3788147,adaptation,0.3788147,none,0,1
21/01/2019 20:12:25.817,0.3888435,adaptation,0.3888435,none,0,1
21/01/2019 20:12:25.828,0.3997002,adaptation,0.3997002,none,0,1
21/01/2019 20:12:25.839,0.4105453,adaptation,0.4105453,none,0,1
21/01/2019 20:12:25.857,0.428833,adaptation,0.428833,none,0,1
21/01/2019 20:12:25.867,0.4388523,adaptation,0.4388523,none,0,1
21/01/2019 20:12:25.877,0.4491291,adaptation,0.4491291,none,0,1
21/01/2019 20:12:25.887,0.4592113,adaptation,0.4592113,none,0,1
21/01/2019 20:12:25.898,0.4694843,adaptation,0.4694843,none,0,1
21/01/2019 20:12:25.908,0.4796295,adaptation,0.4796295,none,0,1
21/01/2019 20:12:25.918,0.4897289,adaptation,0.4897289,none,0,1
21/01/2019 20:12:25.929,0.5005951,adaptation,0.5005951,none,0,1
21/01/2019 20:12:25.939,0.5109558,adaptation,0.5109558,none,0,1
21/01/2019 20:12:25.950,0.5216446,adaptation,0.5216446,none,0,1
21/01/2019 20:12:25.960,0.5317822,adaptation,0.5317822,none,0,1
21/01/2019 20:12:25.970,0.5418091,adaptation,0.5418091,none,0,1
21/01/2019 20:12:25.980,0.5520191,adaptation,0.5520191,none,0,1
21/01/2019 20:12:25.990,0.5620232,adaptation,0.5620232,none,0,1
21/01/2019 20:12:26.001,0.5729656,adaptation,0.5729656,none,0,1
21/01/2019 20:12:26.011,0.5830555,adaptation,0.5830555,none,0,1
21/01/2019 20:12:26.021,0.5931416,adaptation,0.5931416,none,0,1
21/01/2019 20:12:26.033,0.6042213,adaptation,0.6042213,none,0,1
21/01/2019 20:12:26.043,0.6144333,adaptation,0.6144333,none,0,1
21/01/2019 20:12:26.061,0.6330547,adaptation,0.6330547,none,0,1
21/01/2019 20:12:26.072,0.6436348,adaptation,0.6436348,none,0,1
21/01/2019 20:12:26.083,0.6545353,adaptation,0.6545353,none,0,1
21/01/2019 20:12:26.094,0.6654663,adaptation,0.6654663,none,0,1
21/01/2019 20:12:26.104,0.6755981,adaptation,0.6755981,none,0,1
21/01/2019 20:12:26.115,0.6862011,adaptation,0.6862011,none,0,1
21/01/2019 20:12:26.125,0.6966953,adaptation,0.6966953,none,0,1
