Time stamp,Experiment time,Phase,Time in Phase,Period Type,Time in Period,Fidelity
21/01/2019 20:13:49.436,0.01126051,adaptation,0.01126051,none,0,1
21/01/2019 20:13:49.445,0.02062368,adaptation,0.02062368,none,0,1
21/01/2019 20:13:49.455,0.03104353,adaptation,0.03104353,none,0,1
21/01/2019 20:13:49.465,0.04117346,adaptation,0.04117346,none,0,1
21/01/2019 20:13:49.475,0.05114889,adaptation,0.05114889,none,0,1
21/01/2019 20:13:49.485,0.0611043,adaptation,0.0611043,none,0,1
21/01/2019 20:13:49.494,0.07092667,adaptation,0.07092667,none,0,1
21/01/2019 20:13:49.504,0.08099794,adaptation,0.08099794,none,0,1
21/01/2019 20:13:49.514,0.09098625,adaptation,0.09098625,none,0,1
21/01/2019 20:13:49.524,0.1009116,adaptation,0.1009116,none,0,1
21/01/2019 20:13:49.542,0.1186767,adaptation,0.1186767,none,0,1
21/01/2019 20:13:49.552,0.1287165,adaptation,0.1287165,none,0,1
21/01/2019 20:13:49.562,0.1387181,adaptation,0.1387181,none,0,1
21/01/2019 20:13:49.572,0.1485839,adaptation,0.1485839,none,0,1
21/01/2019 20:13:49.582,0.1587415,adaptation,0.1587415,none,0,1
21/01/2019 20:13:49.592,0.1686158,adaptation,0.1686158,none,0,1
21/01/2019 20:13:49.602,0.1787333,adaptation,0.1787333,none,0,1
21/01/2019 20:13:49.612,0.1891026,adaptation,0.1891026,none,0,1
21/01/2019 20:13:49.622,0.1992469,adaptation,0.1992469,none,0,1
21/01/2019 20:13:49.633,0.2094622,adaptation,0.2094622,none,0,1
21/01/2019 20:13:49.644,0.2206717,adaptation,0.2206717,none,0,1
21/01/2019 20:13:49.654,0.230782,adaptation,0.230782,none,0,1
21/01/2019 20:13:49.664,0.2411804,adaptation,0.2411804,none,0,1
21/01/2019 20:13:49.675,0.2516026,adaptation,0.2516026,none,0,1
21/01/2019 20:13:49.685,0.2617965,adaptation,0.2617965,none,0,1
21/01/2019 20:13:49.695,0.2718663,adaptation,0.2718663,none,0,1
21/01/2019 20:13:49.705,0.2821093,adaptation,0.2821093,none,0,1
21/01/2019 20:13:49.716,0.2922425,adaptation,0.2922425,none,0,1
21/01/2019 20:13:49.727,0.3025513,adaptation,0.3025513,none,0,1
21/01/2019 20:13:49.737,0.3127193,adaptation,0.3127193,none,0,1
21/01/2019 20:13:49.747,0.323,adaptation,0.323,none,0,1
21/01/2019 20:13:49.757,0.3332729,adaptation,0.3332729,none,0,1
21/01/2019 20:13:49.767,0.3432946,adaptation,0.3432946,none,0,1
21/01/2019 20:13:49.778,0.3534393,adaptation,0.3534393,none,0,1
21/01/2019 20:13:49.787,0.3633928,adaptation,0.3633928,none,0,1
21/01/2019 20:13:49.798,0.3734174,adaptation,0.3734174,none,0,1
21/01/2019 20:13:49.808,0.3834267,adaptation,0.3834267,none,0,1
21/01/2019 20:13:49.818,0.3934789,adaptation,0.3934789,none,0,1
21/01/2019 20:13:49.827,0.4032989,adaptation,0.4032989,none,0,1
21/01/2019 20:13:49.836,0.413362,adaptation,0.413362,none,0,1
21/01/2019 20:13:49.848,0.4245014,adaptation,0.4245014,none,0,1
21/01/2019 20:13:49.858,0.4346633,adaptation,0.4346633,none,0,1
21/01/2019 20:13:49.868,0.4448867,adaptation,0.4448867,none,0,1
21/01/2019 20:13:49.878,0.4548736,adaptation,0.4548736,none,0,1
21/01/2019 20:13:49.888,0.4647913,adaptation,0.4647913,none,0,1
21/01/2019 20:13:49.898,0.4746537,adaptation,0.4746537,none,0,1
21/01/2019 20:13:49.908,0.4850588,adaptation,0.4850588,none,0,1
21/01/2019 20:13:49.918,0.4951239,adaptation,0.4951239,none,0,1
21/01/2019 20:13:49.929,0.5054655,adaptation,0.5054655,none,0,1
21/01/2019 20:13:49.939,0.5154419,adaptation,0.5154419,none,0,1
21/01/2019 20:13:49.950,0.5265379,adaptation,0.5265379,none,0,1
21/01/2019 20:13:49.960,0.536706,adaptation,0.536706,none,0,1
21/01/2019 20:13:49.970,0.546793,adaptation,0.546793,none,0,1
21/01/2019 20:13:49.980,0.5568027,adaptation,0.5568027,none,0,1
21/01/2019 20:13:49.990,0.5668383,adaptation,0.5668383,none,0,1
21/01/2019 20:13:50.000,0.5766687,adaptation,0.5766687,none,0,1
21/01/2019 20:13:50.010,0.5864916,adaptation,0.5864916,none,0,1
21/01/2019 20:13:50.020,0.5965004,adaptation,0.5965004,none,0,1
21/01/2019 20:13:50.030,0.6064577,adaptation,0.6064577,none,0,1
21/01/2019 20:13:50.040,0.6165686,adaptation,0.6165686,none,0,1
21/01/2019 20:13:50.051,0.6271048,adaptation,0.6271048,none,0,1
21/01/2019 20:13:50.060,0.6367855,adaptation,0.6367855,none,0,1
21/01/2019 20:13:50.070,0.6463366,adaptation,0.6463366,none,0,1
